StrongID;OriginalWord;Transliteration;EnglishDefinition;HungarianDefinition
H941;בּוּזִי;Bûwzîy;Buzi," an Israelite;Búzi"," egy Izraelita."
H942;בַּוַּי;Bavvay;Bavvai," an Israelite;Bavvai"," egy Izraelita."
H943;בּוּךְ;bûwk;to involve (literally or figuratively);bevonni," összekapcsolni"," összefogni"," belefoglalni"," magába foglalni"," körülvenni."
H944;בּוּל;bûwl;produce (of the earth," etc.);föld termése"," termény"," sarjadás"
H945;בּוּל;Bûwl;Bul," the eighth Hebrew month;bul"," a nyolcadik zsidó hónap."
H946;בּוּנָה;Bûwnâh;Bunah," an Israelite;Búná"," egy Izraelita."
H947;בּוּס;bûwç;to trample (literally or figuratively);lerúgni," eltapcsolni (szó szerint vagy átvitt értelemben)"
H948;בּוּץ;bûwts;probably cotton (of some sort);valószínűleg gyapot (valamilyen fajta)
H949;בּוֹצֵץ;Bôwtsêts;Botsets," a rock near Michmash;Bocéc"," egy szikla Mikmás közelében."
H950;בּוּקָה;bûwqâh;emptiness (as adjective);üresség (melléknévként)
H951;בּוֹקֵר;bôwqêr;a cattle-tender;marhásztő," állatgondozó"," pásztor"
H952;בּוּר;bûwr;to bore," i.e. (figuratively) examine;""fúrni"," ásni; (átv.) megvizsgálni"," átkutatni."""
H953;בּוֹר;bôwr;a pit hole (especially one used as a cistern or a prison);verem," gödör"," mélyedés (különösen ciszterna vagy börtön céljára szolgáló)"
H954;בּוּשׁ;bûwsh;properly," to pale"," i.e. by implication to be ashamed"," also (by implication) to be disappointed or delayed;megszégyenülni"," zavarban lenni"," csalódni"," elkeseredni"," elhalasztódni."
H955;בּוּשָׁה;bûwshâh;shame;szégyen," gyalázat"," megszégyenülés"
H956;בּוּת;bûwth;to lodge over night;éjszakázni," szállást fogadni."
H957;בַּז;baz;plunder;zsold," rablás"," fosztogatás"
H958;בָּזָא;bâzâʼ;probably to cleave;valószínűleg ragaszkodni," tapadni"
H959;בָּזָה;bâzâh;to disesteem;megvetni," lenézni"," kicsinyleni."
H960;בָּזֹה;bâzôh;scorned;megvetett," gyalázott"," kiközösített."
H961;בִּזָּה;bizzâh;booty;zsold," rablás"," fosztogatás"," prédaszám."
H962;בָּזַז;bâzaz;to plunder;rabol," fosztogat"," zsákmányol"
H963;בִּזָּיוֹן;bizzâyôwn;disesteem;megvetés," gyalázat"," szégyenítés"
H964;בִּזְיוֹתְיָה;bizyôwthᵉyâh;Bizjothjah," a place in Palestine;Bizjótja"," egy hely Palesztinában."
H965;בָּזָק;bâzâq;a flash of lightning;villámcsapás," villámfény"
H966;בֶּזֶק;Bezeq;Bezek," a place in Palestine;Bezek"," egy hely Palesztinában."
H967;בָּזַר;bâzar;to disperse;szétszórni," elszórni"," szétszóródni"
H968;בִּזְתָא;Bizthâʼ;Biztha," a eunuch of Xerxes;Bizta"," Xerxész eunuchja."
H969;בָּחוֹן;bâchôwn;an assayer or metals;vizsgáló," finomító"," a fémeket próbáló ember."
H970;בָּחוּר;bâchûwr;properly," selected"," i.e. a youth (often collective);ifjú"," választott"," kiváló (gyakran kollektív értelemben)"
H971;בַּחִין;bachîyn;a watch-tower of besiegers;őrtorony," melyet ostromlókat állítanak fel"
H972;בָּחִיר;bâchîyr;select;kiválasztott," választott"," kitűnő"
H973;בָּחַל;bâchal;to loath;utálni," gyűlölni"," megvetni."
H974;בָּחַן;bâchan;to test (especially metals)," generally and figuratively"," to investigate;vizsgálni"," megpróbálni"," próbára tenni"," ellenőrizni"," megvizsgálni."
H975;בַּחַן;bachan;a watch-tower;őrtorony
H976;בֹּחַן;bôchan;trial;próbálkozás," vizsgálat"," kipróbálás"," megpróbáltatás."
H977;בָּחַר;bâchar;properly," to try"," i.e. (by implication) select;választani"," kiválasztani"," megválasztani"," kipróbálni"," megvizsgálni"
H978;בַּחֲרוּמִי;Bachărûwmîy;a Bacharumite or inhabitant of Bachurim;Bachurim lakója," vagy Bachurim vidékeinek lakója."
H979;בְּחֻרוֹת;bᵉchurôwth;youth (collectively and abstractly);ifjúság (gyűjtő értelemben és elvont fogalomként)
H980;בַּחֻרִים;Bachurîym;Bachurim," a place in Palestine;Bachurim"," egy hely Palesztinában."
H981;בָּטָא;bâṭâʼ;to babble," hence"," to vociferate angrily;babogni"," hangosan kiáltani"," zúgolódni"," háborgni."
H982;בָּטַח;bâṭach;figuratively," to trust"," be confident or sure;bizalommal lenni"," reménykedni"," bizonyosnak lenni"
H983;בֶּטַח;beṭach;properly," a place of refuge"," abstract"," safety"," both the fact (security) and the feeling (trust)"," often (adverb with or without preposition) safely;""biztonság"," védelem"," menedék; bizalom"," remény; biztonságosan"," bizton."""
H984;בֶּטַח;Beṭach;Betach," a place in Syria;biztonság"," védett hely"," Syria egyik helye."
H985;בִּטְחָה;biṭchâh;trust;bizalom," remény"," biztonság"," hit"," bízatás"
H986;בִּטָּחוֹן;biṭṭâchôwn;trust;bizalom," remény"," hit"," biztonság"," megvetés (a remény"," a bizalom tárgya)"
H987;בַּטֻּחוֹת;baṭṭuchôwth;security;biztonság," védelem"," hitelesség"," megbízhatóság."
H988;בָּטֵל;bâṭêl;to desist from labor;szünetelni a munkától," abbahagyni a munkát"," felhagyni a munkával."
H989;בְּטֵל;bᵉṭêl;to stop;szűnni," felhagyni"," abbahagyni"," megszűnni."
H990;בֶּטֶן;beṭen;the belly," especially the womb"," also the bosom or body of anything;has"," méh"," test"," mellkas"
H991;בֶּטֶן;Beṭen;Beten. a place in Palestine;Beten," egy hely Palesztinában."
H992;בֹּטֶן;bôṭen;(only in plural) a pistachio-nut (from its form);pisztácia (csak többes számban)
H993;בְּטֹנִים;Bᵉṭônîym;Betonim," a place in Palestine;Betonim"," egy hely Palesztinában."
H994;בִּי;bîy;oh that!," with leave"," or if it please;Ó"," ha szabad"," vagy ha tetszik!"
H995;בִּין;bîyn;to separate mentally (or distinguish)," i.e.(generally) understand;megkülönböztetni"," megérteni"," belátni"," megvizsgálni."
H996;בֵּין;bêyn;between (repeated before each noun," often with other particles)"," also as a conjunction"," either...or;között"," (ismétlődően mindkét főnév előtt"," gyakran más részecskékkel)"," vagy...vagy"
H997;בֵּין;bêyn;{between (repeated before each noun," often with other particles)"," also as a conjunction"," either...or};között"," (ismételve mindkét főnév előtt"," gyakran más részecskékkel)"," vagy...vagy"
H998;בִּינָה;bîynâh;understanding;értelmezés," megértés"," belátás"," tudás."
H999;בִּינָה;bîynâh;{understanding};értelmesség," megértés"," belátás"," tudás"," okosság."
H1000;בֵּיצָה;bêytsâh;an egg (from its whiteness);tojás (fehér színéből származó)
H1001;בִּירָא;bîyrâʼ;a palace;palota," királyi lakhely"," vár"
H1002;בִּירָה;bîyrâh;a castle or palace;vár vagy palota
H1003;בִּירָנִית;bîyrânîyth;a fortress;erődítmény
H1004;בַּיִת;bayith;a house (in the greatest variation of applications," especially family"," etc.);ház (a legkülönbözőbb alkalmazásokban"," különösen család"," lakóhely"," dinasztia"," templom"," stb.)"
H1005;בַּיִת;bayith;{a house (in the greatest variation of applications," especially family"," etc.)};ház (a legkülönbözőbb értelemben"," különösen család"," lakóhely"," templom"," királyi ház stb.)"
H1006;בַּיִת;Bayith;Bajith," a place in Palestine;ház"," hely a Palesztinában"
H1007;בֵּית אָוֶן;Bêyth ʼÂven;Beth-Aven," a place in Palestine;Bét-Áven"," egy hely Palesztinában."
H1008;בֵּית־אֵל;Bêyth-ʼÊl;Beth-El," a place in Palestine;Bétel"," egy hely Palesztinában."
H1009;בֵּית אַרְבֵּאל;Bêyth ʼArbêʼl;Beth-Arbel," a place in Palestine;Beth-Arbel"," egy hely Palesztinában."
H1010;בֵּית בַּעַל מְעוֹן;Bêyth Baʻal Mᵉʻôwn;Beth-Baal-Meon," a place in Palestine;Báál-Meon háza"," egy hely Palesztinában."
H1011;בֵּית בִּרְאִי;Bêyth Birʼîy;Beth-Biri," a place in Palestine;Beth-Biri"," egy hely Palesztinában."
H1012;בֵּית בָּרָה;Bêyth Bârâh;Beth-Barah," a place in Palestine;Beth-Barah"," egy hely Palesztinában."
H1013;בֵּית־גָּדֵר;Bêyth-Gâdêr;Beth-Gader," a place in Palestine;Beth-Gáder"," egy hely Palesztinában."
H1014;בֵּית גָּמוּל;Bêyth Gâmûwl;Beth-Gamul," a place East of the Jordan;Beth-Gamul"," a hely a Jordánon túl keletre."
H1015;בֵּית דִּבְלָתַיִם;Bêyth Diblâthayim;Beth-Diblathajim," a place East of the Jordan;Bét-Dibláthajim"," egy hely a Jordánon túl keletre."
H1016;בֵּית־דָּגוֹן;Bêyth-Dâgôwn;Beth-Dagon," the name of two places in Palestine;Beth-Dágon"," két palesztinai hely neve."
H1017;בֵּית הָאֱלִי;Bêyth hâ-ʼĔlîy;a Beth-elite," or inhabitant of Bethel;beteli lakos vagy betelhez tartozó személy"
H1018;בֵּית הָאֵצֶל;Bêyth hâʼêtsel;Beth-ha-Etsel," a place in Palestine;Beth-ha-Etsel"," egy hely Palesztinában."
H1019;בֵּית הַגִּלְגָּל;Bêyth hag-Gilgâl;Beth-hag-Gilgal," a place in Palestine;Beth-hag-Gilgal"," Palesztinában található hely."
H1020;בֵּית הַיְשִׁימוֹת;Bêyth ha-Yshîy-môwth;Beth-ha-Jeshimoth," a town East of the Jordan;a Jordánon túl fekvő város"," a Jesimótok háza."
H1021;בֵּית הַכֶּרֶם;Bêyth hak-Kerem;Beth-hak-Kerem," a place in Palestine;Beth-hak-Kerem"," Palesztinában található hely."
H1022;בֵּית הַלַּחְמִי;Bêyth hal-Lachmîy;a Beth-lechemite," or native of Bethlechem;bethlehemi"," vagy Bethleem származású"
H1023;בֵּית הַמֶּרְחָק;Bêyth ham-Merchâq;Beth-ham-Merchak," a place in Palestine;Beth-ham-Merkhák"," egy hely Palesztinában."
H1024;בֵּית הַמַּרְכָּבוֹת;Bêyth ham-Markâbôwth;Beth-ham-Markaboth or Beth-Markaboth," a place in Palestine;a kocsik háza"," vagy a kocsik városa"," Palesztina egyik helye."
H1025;בֵּית הָעֵמֶק;Bêyth hâ-ʻÊmeq;Beth-ha-Emek," a place in Palestine;a völgy háza"," egy hely Palesztinában"
H1026;בֵּית הָעֲרָבָה;Bêyth hâ-ʻĂrâbâh;Beth-ha-Arabah," a place in Palestine;a hely a palesztin Arabahban."
H1027;בֵּית הָרָם;Bêyth hâ-Râm;Beth-ha-Ram," a place East of the Jordan;Beth-ha-Ram"," a place keletre a Jordántól."
H1028;בֵּית הָרָן;Bêyth hâ-Rân;Beth-ha-Ram," a place East of the Jordan;Beth-ha-Ram"," a place kelet Jordánon túl."
H1029;בֵּית הַשִּׁטָּה;Bêyth hash-Shiṭṭâh;Beth-hash-Shittah," a place in Palestine;a Síttim háza"," egy hely Palesztinában."
H1030;בֵּית הַשִּׁמְשִׁי;Bêyth hash-Shimshîy;a Beth-shimshite," or inhabitant of Bethshemesh;bét-simsi lakója"," vagy bét-simsi ember"
H1031;בֵּית חׇגְלָה;Bêyth Choglâh;Beth-Choglah," a place in Palestine;Beth-Choglah"," egy hely Palesztinában."
H1032;בֵּית חוֹרוֹן;Bêyth Chôwrôwn;Beth-Choron," the name of two adjoining places in Palestine;Bét-Horon"," Palesztinában egymás mellett fekvő két hely neve."
H1033;בֵּית כַּר;Bêyth Kar;Beth-Car," a place in Palestine;Beth-Kár"," egy hely Palesztinában."
H1034;בֵּית לְבָאוֹת;Bêyth Lᵉbâʼôwth;Beth-Lebaoth," a place in Palestine;Beth-Lebaoth"," egy hely Palesztinában."
H1035;בֵּית לֶחֶם;Bêyth Lechem;Beth-Lechem," a place in Palestine;Bethlehem"," egy hely Palesztinában."
H1036;בֵּית לְעַפְרָה;Bêyth lᵉ-ʻAphrâh;Beth-le-Aphrah," a place in Palestine;Bét-le-Afra"," egy hely Palesztinában."
H1037;בֵּית מִלּוֹא;Bêyth Millôwʼ;Beth-Millo," the name of two citadels;Beth-Millo"," két erődítmény neve."
H1038;בֵּית מַעֲכָה;Bêyth Maʻăkâh;Beth-Maakah," a place in Palestine;Beth-Maakah"," egy hely Palesztinában."
H1039;בֵּית נִמְרָה;Bêyth Nimrâh;Beth-Nimrah," a place east of the Jordan;Beth-Nimra"," a hely a Jordánon túl."
H1040;בֵּית עֵדֶן;Bêyth ʻÊden;Beth-Eden," a place in Syria;Bét-Éden"," egy hely Szíriában."
H1041;בֵּית עַזְמָוֶת;Bêyth ʻAzmâveth;house of Azmaveth," a place in Palestine;Azmavet háza"," Palesztina egyik helye."
H1042;בֵּית עֲנוֹת;Bêyth ʻĂnôwth;Beth-Anoth," a place in Palestine;Bét-Anót"," egy hely Palesztinában."
H1043;בֵּית עֲנָת;Bêyth ʻĂnâth;Beth-Anath," a place in Palestine;Bét-Anát"," egy hely Palesztinában."
H1044;בֵּית עֵקֶד;Bêyth ʻÊqed;Beth-Eked," a place in Palestine;Bét-Éked"," egy hely Palesztinában."
H1045;בֵּית עַשְׁתָּרוֹת;Bêyth ʻAshtârôwth;Beth-Ashtaroth," a place in Palestine;Bét-Ashtarót"," egy hely Palesztinában."
H1046;בֵּית פֶּלֶט;Bêyth Peleṭ;Beth-Palet," a place in Palestine;Beth-Palet"," egy hely Palesztinában."
H1047;בֵּית פְּעוֹר;Bêyth Pᵉʻôwr;Beth-Peor," a place East of the Jordan;Beth-Peor"," a hely a Jordánon túl keletre."
H1048;בֵּית פַּצֵּץ;Bêyth Patstsêts;Beth-Patstsets," a place in Palestine;Beth-Paccek"," egy hely Palesztinában."
H1049;בֵּית צוּר;Bêyth Tsûwr;Beth-Tsur," a place in Palestine;Bét-cúr"," egy hely Palesztinában."
H1050;בֵּית רְחוֹב;Bêyth Rᵉchôwb;Beth-Rechob," a place in Palestine;Beth-Rechob"," egy hely Palesztinában."
H1051;בֵּית רָפָא;Bêyth Râphâʼ;Beth-Rapha," an Israelite;Bét-Ráfá"," egy Izraelita."
H1052;בֵּית שְׁאָן;Bêyth Shᵉʼân;Beth-Shean or Beth-Shan," a place in Palestine;Bét-Sán"," egy hely Palesztinában."
H1053;בֵּית שֶׁמֶשׁ;Bêyth Shemesh;Beth-Shemesh," a place in Palestine;Bét-semes"," a palesztinai hely."
H1054;בֵּית תַּפּוּחַ;Bêyth Tappûwach;Beth-Tappuach," a place in Palestine;Beth-Tappuach"," egy hely Palesztinában."
H1055;בִּיתָן;bîythân;a palace (i.e. large house);palota," nagy ház"
H1056;בָּכָא;Bâkâʼ;Baca," a valley in Palestine;Báká"," egy völgy Palesztínában."
H1057;בָּכָא;bâkâʼ;the weeping tree (some gum-distilling tree," perhaps the balsam);a síró fa (valószínűleg balzsamfa vagy valamilyen gyantát termő fa)"
H1058;בָּכָה;bâkâh;to weep," generally to bemoan;sírni"," általában gyászolni"," panaszolni"
H1059;בֶּכֶה;bekeh;a weeping;sírás," zokogás."
H1060;בְּכוֹר;bᵉkôwr;firstborn," hence"," chief;elsőszülött"," vagyis fő"," legfőbb"
H1061;בִּכּוּר;bikkûwr;the first-fruits of the crop;az első termés," a gabona első szüretje"," az első gyümölcsök"
H1062;בְּכוֹרָה;bᵉkôwrâh;the firstling of man or beast," abstractly primogeniture;elsőszülött (ember vagy állat)"," elvont értelemben elsőszülöttség joga."
H1063;בִּכּוּרָה;bikkûwrâh;the early fig;a füge első termése
H1064;בְּכוֹרַת;Bᵉkôwrath;Bekorath," an Israelite;Bekóráth"," egy Izraelita."
H1065;בְּכִי;Bᵉkîy;a weeping," by analogy"," a dripping;sírás"," sírdogálás"," vagy átvitt értelemben csepegés."
H1066;בֹּכִים;Bôkîym;Bo-kim," a place in Palestine;Bokim"," egy hely Palesztinában."
H1067;בְּכִירָה;bᵉkîyrâh;the eldest daughter;legidősebb leány
H1068;בְּכִית;bᵉkîyth;a weeping;sírás," zokogás"
H1069;בָּכַר;bâkar;to give the birthright;elszállítani a születési jogot
H1070;בֶּכֶר;beker;a young camel;fiatal tevebőgő
H1071;בֶכֶר;Beker;Beker," the name of two Israelites;Beker"," két izraelita neve."
H1072;בִּכְרָה;bikrâh;a young she-camel;fiatal teveborjú
H1073;בַּכֻּרָה;bakkurâh;a first-ripe fig;a korai füge
H1074;בֹּכְרוּ;Bôkᵉrûw;Bokeru," an Israelite;Bokru"," egy Izraelita."
H1075;בִּכְרִי;Bikrîy;Bikri," an Israelite;elsőszülött (férfi név)"
H1076;בַּכְרִי;Bakrîy;a Bakrite (collectively) or descendants of Beker;bakriták (együttesen) vagy Beker fiai/leszármazottai.
H1077;בַּל;bal;properly," a failure"," by implication nothing"," usually (adverb) not at all"," also lest;semmi"," egyáltalán nem"," hogy nem"
H1078;בֵּל;Bêl;Bel," the Baal of the Babylonians;Bel"," a babilóniaiak Báálja."
H1079;בָּל;bâl;properly," anxiety"," i.e. (by implication) the heart (as its seat);szív"," aggodalom"," szorongás"
H1080;בְּלָא;bᵉlâʼ;to afflict;gyötörni," nyomorítani"," megalázni."
H1081;בַּלְאֲדָן;Balʼădân;Baladan," the name of a Babylonian prince;Baladán"," egy babiloni fejedelem neve."
H1082;בָּלַג;bâlag;to break off or loose (in a favorable or unfavorable sense)," i.e. desist (from grief) or invade (with destruction);szünetelni"," felhagyni (gyászban)"," vagy lerombolni"," elpusztítani."
H1083;בִּלְגַה;Bilgah;Bilgah," the name of two Israelites;Bilga"," két izraelita neve."
H1084;בִּלְגַּי;Bilgay;Bilgai," an Israelite;Bilgai"," egy Izraelita."
H1085;בִּלְדַּד;Bildad;Bildad," one of Job's friends;Bilád"," Jób egyik barátja."
H1086;בָּלָה;bâlâh;to fail," by implication to wear out"," decay (causatively"," consume"," spend);elmulni"," tönkre menni"," elhasználódni"," elpusztítani"," elfogyasztani."
H1087;בָּלֶה;bâleh;worn out;elhasználódott," elkopott"," ócska"," romlott"
H1088;בָּלָה;Bâlâh;Balah," a place in Palestine;Bálah"," egy hely Palesztinában."
H1089;בָּלַהּ;bâlahh;to palpitate," hence"," (causatively) to terrify;szívében lüktetni"," rémíteni"," megfélemlíteni."
H1090;בִּלְהָה;Bilhâh;Bilhah," the name of one of Jacob's concubines"," also of a place in Palestine;Bilha"," Jákób egyik ágyasa"," valamint egy palesztinai hely neve."
H1091;בַּלָּהָה;ballâhâh;alarm," hence"," destruction;riasztás"," pusztulás"
H1092;בִּלְהָן;Bilhân;Bilhan," the name of an Edomite and of an Israelite;Bilhan"," egy edómi és egy izraeli név."
H1093;בְּלוֹ;bᵉlôw;excise (on articles consumed);fogyasztási adó," vámdíj (fogyasztásra szánt árukra kivetett)"
H1094;בְּלוֹא;bᵉlôwʼ;(only in plural construction) rags;foszlások," rongyok"
H1095;בֵּלְטְשַׁאצַּר;Bêlṭᵉshaʼtstsar;Belteshatstsar," the Babylonian name of Daniel;Beltsasar"," a babilóniai név Dánielre."
H1096;בֵּלְטְשַׁאצַּר;Bêlṭᵉshaʼtstsar;{Belteshatstsar," the Babylonian name of Daniel};Belsacár"," a babilóniai név Dánielre."
H1097;בְּלִי;bᵉlîy;properly," failure"," i.e. nothing or destruction"," usually (with preposition) without"," not yet"," because not"," as long as"," etc.;helytelenül"," kudarc"," azaz semmi vagy pusztulás"," általában (előtaggal) nélkül"," még nem"," mivel nem"," amíg"," stb."
H1098;בְּלִיל;bᵉlîyl;mixed," i.e. (specifically) feed (for cattle);keverék"," takarmányozás"," legeltetés"
H1099;בְּלִימָה;bᵉlîymâh;(as indefinitely) nothing whatever;semmi egyáltalán
H1100;בְּלִיַּעַל;bᵉlîyaʻal;without profit," worthlessness"," by extension"," destruction"," wickedness;haszontalan"," értéktelen"," kiterjesztésként: pusztulás"," gonoszság."
H1101;בָּלַל;bâlal;to overflow (specifically with oil.)," by implication"," to mix"," to fodder;áradni (olajjal)"," keverni"," takarmányozni."
H1102;בָּלַם;bâlam;to muzzle;szájat kötni," elhallgattatni"," gúzsba kötni."
H1103;בָּלַס;bâlaç;to pinch sycamore figs (a process necessary to ripen them);szúrni," megcsípni a fügefa gyümölcsét (éretítés céljából)"
H1104;בָּלַע;bâlaʻ;to make away with (specifically by swallowing)," generally"," to destroy;elnyelni"," megsemmisíteni"," elveszíteni"," felenni (ételről)"," elpusztítani."
H1105;בֶּלַע;belaʻ;a gulp," figuratively"," destruction;nyelés"," alakosan pusztulás"," elnyelés."
H1106;בֶּלַע;Belaʻ;Bela," the name of a place"," also of an Edomite and of two Israelites;Belá"," egy hely neve"," továbbá egy edómi és két izraelita neve."
H1107;בִּלְעֲדֵי;bilʻădêy;except," without"," besides;kivéve"," nélkül"," azonkívül"
H1108;בַּלְעִי;Balʻîy;a Belaite (collectively) or descendants of Bela;Bala fia," vagy Bela utódai (kollektíven)."
H1109;בִּלְעָם;Bilʻâm;Bilam," a Mesopotamian prophet"," also a place in Palestine;Bilám"," egy mezopotámiai próféta"," továbbá egy hely Palesztinában."
H1110;בָּלַק;bâlaq;to annihilate;elpusztít," kiirt"," tönkretett."
H1111;בָּלָק;Bâlâq;Balak," a Moabitish king;Bálák"," a móábi király."
H1112;בֵּלְשַׁאצַּר;Bêlshaʼtstsar;Belshatstsar," a Babylonian king;Belsázár"," a babilóniai király."
H1113;בֵּלְשַׁאצַּר;Bêlshaʼtstsar;{Belshatstsar," a Babylonian king};Belsázár"," a babilóniai király."
H1114;בִּלְשָׁן;Bilshân;Bilshan," an Israelite;Bilshán"," egy Izraelita."
H1115;בִּלְתִּי;biltîy;properly," a failure of"," i.e. (used only as a negative particle"," usually with a prepositional prefix) not"," except"," without"," unless"," besides"," because not"," until"," etc.;nem"," kivéve"," nélkül"," hacsak"," azonkívül"," mivel nem"," amíg nem"," stb."
H1116;בָּמָה;bâmâh;an elevation;domb," magaslat"," kiemelkedés"
H1117;בָּמָה;Bâmâh;Bamah," a place in Palestine;domb"," magaslat"," hely Palesztinában"
H1118;בִּמְהָל;Bimhâl;Bimhal," an Israelite;Izraelita férfinév"," valószínűleg „a járásban”"," „a menetben” jelentésű."
H1119;בְּמוֹ;bᵉmôw;in," with"," by"," etc.;benn"," vele"," által"," stb."
H1120;בָּמוֹת;Bâmôwth;Bamoth or Bamoth-Baal," a place East of the Jordan;Bámót vagy Bámót-Baál"," a Jordánon túl keletre eső hely."
H1121;בֵּן;bên;a son (as a builder of the family name)," in the widest sense (of literal and figurative relationship"," including grandson"," subject"," nation"," quality or condition"," etc."," (like father or brother)"," etc.);fiú"," utód"," leszármazott (szó szerint és átvitt értelemben"," beleértve az unokát"," alattvalót"," nemzetet"," tulajdonságot vagy állást is)"
H1122;בֵּן;Bên;Ben," an Israelite;fiú"," izraeli férfiú"
H1123;בֵּן;bên;{a son (as a builder of the family name)," in the widest sense};fiú"," gyermek"," utód"," leszármazott"," nép tagja."
H1124;בְּנָא;bᵉnâʼ;to build;építeni
H1125;בֶּן־אֲבִינָדָב;Ben-ʼĂbîynâdâb;Ben-Abinadab," an Israelite;Ben-Abinádáb"," egy Izraelita."
H1126;בֶּן־אוֹנִי;Ben-ʼÔwnîy;Ben-Oni," the original name of Benjamin;Ben-Oni"," Benjámin eredeti neve."
H1127;בֶּן־גֶּבֶר;Ben-Geber;Ben-Geber," an Israelite;Ben-Geber"," egy Izraelita."
H1128;בֶּן־דֶּקֶר;Ben-Deqer;Ben-Deker," an Israelite;Ben-Deker"," egy Izraelita."
H1129;בָּנָה;bânâh;to build (literally and figuratively);épít," felépít"," megalapít"," felállít"," megszerkeszt."
H1130;בֶּן־הֲדַד;Ben-Hădad;Ben-Hadad," the name of several Syrian kings;Ben-Hadad"," több szír király neve."
H1131;בִּנּוּי;Binnûwy;Binnui," an Israelite;Binnoj"," egy Izraelita."
H1132;בֶּן־זוֹחֵת;Ben-Zôwchêth;Ben-Zocheth," an Israelite;Ben-Zóhet"," egy Izraelita."
H1133;בֶּן־חוּר;Ben-Chûwr;Ben-Chur," an Israelite;Ben-Chur"," egy Izraelita."
H1134;בֶּן־חַיִל;Ben-Chayil;Ben-Chail," an Israelite;férfiú"," aki erős és hatalmas"," Izraelita."
H1135;בֶּן־חָנָן;Ben-Chânân;Ben-Chanan," an Israelite;Ben-Chánán"," egy Izraelita."
H1136;בֶּן־חֶסֶד;Ben-Cheçed;Ben-Chesed," an Israelite;fia a kedvességnek"," egy Izraelita."
H1137;בָּנִי;Bânîy;Bani," the name of five Israelites;Báni"," öt izraelita neve."
H1138;בֻּנִּי;Bunnîy;Bunni or Buni," an Israelite;Bunni"," egy Izraelita."
H1139;בְּנֵי־בְּרַק;Bᵉnêy-Bᵉraq;sons of lightning," Bene-berak"," a place in Palestine;villám fiai"," Bene-berak"," Palesztina egyik helye."
H1140;בִּנְיָה;binyâh;a structure;építmény," szerkezet"," felépítmény"
H1141;בְּנָיָה;Bᵉnâyâh;Benajah," the name of twelve Israelites;Benája"," tizenkét izraelita neve."
H1142;בְּנֵי יַעֲקָן;Bᵉnêy Yaʻăqân;Bene-Jaakan," a place in the Desert;Bene-Jaakan"," a hely a pusztában."
H1143;בֵּנַיִם;bênayim;a double interval," i.e. the space between two armies;két hadsereg közötti térköz"," vagy távolság"
H1144;בִּנְיָמִין;Binyâmîyn;Binjamin," youngest son of Jacob"," also the tribe descended from him"," and its territory;Benjámin"," Jákób legkisebb fia"," továbbá tőle származó törzs és annak területe."
H1145;בֶּן־יְמִינִי;Ben-yᵉmîynîy;a Benjaminite," or descendent of Benjamin;Benjáminita"," vagy Benjámin fia"," Benjámin nemzetségéből való."
H1146;בִּנְיָן;binyân;an edifice;építmény," épület"," szerkezet"
H1147;בִּנְיָן;binyân;{an edifice};építmény," épület"," szerkezet"
H1148;בְּנִינוּ;Bᵉnîynûw;Beninu," an Israelite;Beninú"," egy Izraelita."
H1149;בְּנַס;bᵉnaç;to be enraged;fellobban," haragudni"," izgatni magát."
H1150;בִּנְעָא;Binʻâʼ;Bina or Binah," an Israelite;Biná"," egy Izraelita."
H1151;בֶּן־עַמִּי;Ben-ʻAmmîy;Ben-Ammi," a son of Lot;Ben-Ammi"," Lót fia."
H1152;בְּסוֹדְיָה;Bᵉçôwdᵉyâh;Besodejah," an Israelite;Besodeja"," egy Izraelita."
H1153;בְּסַי;Bᵉçay;Besai," one of the Nethinim;beszai"," a netinimok egyike."
H1154;בֶּסֶר;beçer;an immature grape;éretlen szőlő
H1155;בֹּסֶר;bôçer;{an immature grape};éretlen szőlő
H1156;בְּעָא;bᵉʻâʼ;to seek or ask;keresni," kérni"
H1157;בְּעַד;bᵉʻad;in up to or over against," generally at"," beside"," among"," behind"," for"," etc.;valamely dologgal szemben"," valakinek helyett"," valakinek érdekében"," mellett"," között"," mögött"," át"," felé"," ellen."
H1158;בָּעָה;bâʻâh;to gush over," i.e. to swell"," (figuratively) to desire earnestly"," by implication to ask;folyni"," áradni"," duzzadni"," vágyakozni"," kérni"
H1159;בָּעוּ;bâʻûw;a request;kérés," könyörgés"," kívánság"
H1160;בְּעוֹר;Bᵉʻôwr;Beor," the name of the father of an Edomitish king"," also of that of Balaam;Beór"," egy edómai király atyja neve"," valamint Balám neve."
H1161;בִּעוּתִים;biʻûwthîym;alarms;riasztások," félelmek"," rettegések"
H1162;בֹּעַז;Bôʻaz;Boaz," the ancestor of David"," also the name of a pillar in front of the temple;Boáz"," Dávid ősatyja"," továbbá a templom előtt álló oszlop neve."
H1163;בָּעַט;bâʻaṭ;to trample down," i.e. (figuratively) despise;lerúgni"," megalázni"," megvetni"
H1164;בְּעִי;bᵉʻîy;a prayer;imádság
H1165;בְּעִיר;bᵉʻîyr;cattle;marha," szarvasmarha"," állat"," jószág"
H1166;בָּעַל;bâʻal;to be master," hence"," to marry;uralkodni"," hatalmaskodni"," férj lenni"," nőhöz menni."
