StrongID;OriginalWord;Transliteration;EnglishDefinition;HungarianDefinition
H6773;צִמְאָה;tsimʼâh;"thirst (figuratively, of libidinousnes)";
H6774;צִמָּאוֹן;tsimmâʼôwn;"a thirsty place, i.e. desert";
H6775;צָמַד;tsâmad;"to link, i.e. gird, figuratively, to serve, (mentally) contrive";
H6776;צֶמֶד;tsemed;"hence, an acre (i.e. day's task for a yoke of cattle to plough)";
H6777;צַמָּה;tsammâh;"a veil";
H6778;צַמּוּק;tsammûwq;"a cake of dried grapes";
H6779;צָמַח;tsâmach;"to sprout (transitive or intransitive, literal or figurative)";
H6780;צֶמַח;tsemach;"a sprout (usually concrete), literal or figurative";
H6781;צָמִיד;tsâmîyd;"a bracelet or arm-clasp, generally, a lid";
H6782;צַמִּים;tsammîym;"a noose (as fastening), figuratively, destruction";
H6783;צְמִיתֻת;tsᵉmîythuth;"excision, i.e. destruction, used only (adverbially) with prepositional prefix to extinction, i.e. perpetually";
H6784;צָמַק;tsâmaq;"to dry up";
H6785;צֶמֶר;tsemer;"wool";
H6786;צְמָרִי;Tsᵉmârîy;"a Tsemarite or branch of the Canaanites";
H6787;צְמָרַיִם;Tsᵉmârayim;"Tsemarajim, a place in Palestine";
H6788;צַמֶּרֶת;tsammereth;"fleeciness, i.e. foliage";
H6789;צָמַת;tsâmath;"to extirpate (literally or figuratively)";
H6790;צִן;Tsin;"Tsin, a part of the Desert";
H6791;צֵן;tsên;"a thorn, hence, a cactus-hedge";
H6792;צֹנֵא;tsônêʼ;"a flock";
H6793;צִנָּה;tsinnâh;"a hook (as pointed), also a (large) shield (as if guarding by prickliness), also cold (as piercing)";
H6794;צִנּוּר;tsinnûwr;"a culvert";
H6795;צָנַח;tsânach;"to alight, (transitive) to cause to descend, i.e. drive down";
H6796;צָנִין;tsânîyn;"a thorn";
H6797;צָנִיף;tsânîyph;"a head-dress (i.e. piece of cloth wrapped around)";
H6798;צָנַם;tsânam;"to blast or shrink";
H6799;צְנָן;Tsᵉnân;"Tsenan, a place near Palestine";
H6800;צָנַע;tsânaʻ;"to humiliate";
H6801;צָנַף;tsânaph;"to wrap, i.e. roll or dress";
H6802;צְנֵפָה;tsᵉnêphâh;"a ball";
H6803;צִנְצֶנֶת;tsintseneth;"a vase (probably a vial tapering at the top)";
H6804;צַנְתָּרָה;tsantârâh;"a tube";
H6805;צָעַד;tsâʻad;"to pace, i.e. step regularly, (upward) to mount, (along) to march, (down and causatively) to hurl";
H6806;צַעַד;tsaʻad;"a pace or regular step";
H6807;צְעָדָה;tsᵉʻâdâh;"a march, (concretely) an (ornamental) ankle-chain";
H6808;צָעָה;tsâʻâh;"to tip over (for the purpose of spilling or pouring out), i.e. (figuratively) depopulate, by implication, to imprison or conquer, (reflexive) to lie down (for coitus)";
H6809;צָעִיף;tsâʻîyph;"a veil";
H6810;צָעִיר;tsâʻîyr;"little, (in number) few, (in age) young, (in value) ignoble";
H6811;צָעִיר;Tsâʻîyr;"Tsair, a place in Idumaea";
H6812;צְעִירָה;tsᵉʻîyrâh;"smallness (of age), i.e. juvenility";
H6813;צָעַן;tsâʻan;"to load up (beasts), i.e. to migrate";
H6814;צֹעַן;Tsôʻan;"Tsoan, a place in Egypt";
H6815;צַעֲנַנִּים;Tsaʻănannîym;"Tsaanannim or Tsaanajim, a place in Palestine";
H6816;צַעְצֻעַ;tsaʻtsuaʻ;"sculpture";
H6817;צָעַק;tsâʻaq;"to shriek, (by implication) to proclaim (an assembly)";
H6818;צַעֲקָה;tsaʻăqâh;"a shriek";
H6819;צָעַר;tsâʻar;"to be small, i.e. (figuratively) ignoble";
H6820;צֹעַר;Tsôʻar;"Tsoar, a place East of the Jordan";
H6821;צָפַד;tsâphad;"to adhere";
H6822;צָפָה;tsâphâh;"properly, to lean forward, i.e. to peer into the distance, by implication, to observe, await";
H6823;צָפָה;tsâphâh;"to sheet over (especially with metal)";
H6824;צָפָה;tsâphâh;"an inundation (as covering)";
H6825;צְפוֹ;Tsᵉphôw;"Tsepho or Tsephi, an Idumaean";
H6826;צִפּוּי;tsippûwy;"encasement (with metal)";
H6827;צְפוֹן;Tsᵉphôwn;"Tsephon, an Israelite";
H6828;צָפוֹן;tsâphôwn;"properly, hidden, i.e. dark, used only of the north as aquarter (gloomy and unknown)";
H6829;צָפוֹן;Tsâphôwn;"Tsaphon, a place in Palestine";
H6830;צְפוֹנִי;tsᵉphôwnîy;"northern";
H6831;צְפוֹנִי;Tsᵉphôwnîy;"a Tsephonite, or (collectively) descendants of Tsephon";
H6832;צְפוּעַ;tsᵉphûwaʻ;"excrement (as protruded)";
H6833;צִפּוֹר;tsippôwr;"a little bird (as hopping)";
H6834;צִפּוֹר;Tsippôwr;"Tsippor, a Moabite";
H6835;צַפַּחַת;tsappachath;"a saucer (as flat)";
H6836;צְפִיָּה;tsᵉphîyâh;"watchfulness";
H6837;צִפְיוֹן;Tsiphyôwn;"Tsiphjon, an Israelite";
H6838;צַפִּיחִת;tsappîychith;"a flat thin cake";
H6839;צֹפִים;Tsôphîym;"Tsophim, a place East of the Jordan";
H6840;צָפִין;tsâphîyn;"a treasure (as hidden)";
H6841;צְפִיר;tsᵉphîyr;"a he-goat";
H6842;צָפִיר;tsâphîyr;"a male goat (as prancing)";
H6843;צְפִירָה;tsᵉphîyrâh;"a crown (as encircling the head), also a turn of affairs (i.e. mishap)";
H6844;צָפִית;tsâphîyth;"a sentry";
H6845;צָפַן;tsâphan;"to hide (by covering over), by implication, to hoard or reserve, figuratively to deny, specifically (favorably) to protect, (unfavorably) to lurk";
H6846;צְפַנְיָה;Tsᵉphanyâh;"Tsephanjah, the name of four Israelites";
H6847;צׇפְנַת פַּעְנֵחַ;Tsophnath Paʻnêach;"Tsophnath-Paneach, Joseph's Egyptian name";
H6848;צֶפַע;tsephaʻ;"a viper (as thrusting out the tongue, i.e. hissing)";
H6849;צְפִעָה;tsᵉphiʻâh;"an outcast thing";
H6850;צָפַף;tsâphaph;"to coo or chirp (as a bird)";
H6851;צַפְצָפָה;tsaphtsâphâh;"a willow (as growing in overflowed places)";
H6852;צָפַר;tsâphar;"to skip about, i.e. return";
H6853;צְפַר;tsᵉphar;"a bird.";
H6854;צְפַרְדֵּעַ;tsᵉphardêaʻ;"a marsh-leaper, i.e. frog";
H6855;צִפֹּרָה;Tsippôrâh;"Tsipporah, Moses' wife";
H6856;צִפֹּרֶן;tsippôren;"properly, a claw, i.e. (human) nail, also the point of astyle (or pen, tipped with adamant)";
H6857;צְפַת;Tsᵉphath;"Tsephath, a place in Palestine";
H6858;צֶפֶת;tsepheth;"a capital of a column";
H6859;צְפָתָה;Tsᵉphâthâh;"Tsephathah, a place in Palestine";
H6860;צִקְלַג;Tsiqlag;"Tsiklag or Tsikelag, a place in Palestine";
H6861;צִקְלֹן;tsiqlôn;"a sack (as tied at the mouth)";
H6862;צַר;tsar;"narrow, (as a noun) a tight place (usually figuratively, i.e. trouble), also a pebble , (transitive) an opponent (as crowding)";
H6863;צֵר;Tsêr;"Tser, a place in Palestine";
H6864;צֹר;tsôr;"a stone (as if pressed hard or to a point), (by implication, of use) a knife";
H6865;צֹר;Tsôr;"Tsor, a place in Palestine";
H6866;צָרַב;tsârab;"to burn";
H6867;צָרֶבֶת;tsârebeth;"conflagration (of fire or disease)";
H6868;צְרֵדָה;Tsᵉrêdâh;"Tseredah, a place in Palestine";
H6869;צָרָה;tsârâh;"tightness (i.e. figuratively, trouble), transitively, a female rival:";
H6870;צְרוּיָה;Tsᵉrûwyâh;"Tserujah, an Israelitess";
H6871;צְרוּעָה;Tsᵉrûwʻâh;"Tseruah, an Israelitess";
H6872;צְרוֹר;tsᵉrôwr;"a parcel (as packed up), also a kernel or particle (as if a package)";
H6873;צָרַח;tsârach;"to be clear (in tone, i.e. shrill), i.e. to whoop";
H6874;צְרִי;Tsᵉrîy;"Tseri, an Israelite";
H6875;צְרִי;tsᵉrîy;"distillation, i.e. balsam";
H6876;צֹרִי;Tsôrîy;"a Tsorite or inhabitant of Tsor (i.e. Syrian)";
H6877;צְרִיחַ;tsᵉrîyach;"a citadel";
H6878;צֹרֶךְ;tsôrek;"need";
H6879;צָרַע;tsâraʻ;"to scourge, i.e. (intransitive and figurative) to be stricken with leprosy";
H6880;צִרְעָה;tsirʻâh;"a wasp (as stinging)";
H6881;צׇרְעָה;Tsorʻâh;"Tsorah, a place in Palestine";
H6882;צׇרְעִי;Tsorʻîy;"a Tsorite or Tsorathite, i.e. inhabitants of Tsorah";
H6883;צָרַעַת;tsâraʻath;"leprosy";
H6884;צָרַף;tsâraph;"to fuse (metal), i.e. refine (literally or figuratively)";
H6885;צֹרְפִי;Tsôrᵉphîy;"Tsorephi (with the article), an Israelite";
H6886;צָרְפַת;Tsârᵉphath;"Tsarephath, a place in Palestine";
H6887;צָרַר;tsârar;"to cramp, literally or figuratively, transitive or intransitive";
H6888;צְרֵרָה;Tsᵉrêrâh;"Tsererah for Tseredah";
H6889;צֶרֶת;Tsereth;"Tsereth, an Israelite";
H6890;צֶרֶת הַשַּׁחַר;Tsereth hash-Shachar;"Tsereth-hash-Shachar, a place in Palestine";
H6891;צָרְתָן;Tsârᵉthân;"Tsarethan, a place in Palestine";
H6892;קֵא;qêʼ;"vomit";
H6893;קָאַת;qâʼath;"probably the pelican (from vomiting)";
H6894;קַב;qab;"a hollow, i.e. vessel used as a (dry) measure";
H6895;קָבַב;qâbab;"to scoop out, i.e. (figuratively) to malign or execrate (i.e. stab with words)";
H6896;קֵבָה;qêbâh;"the paunch (as a cavity) or first stomach of ruminants";
H6897;קֹבָה;qôbâh;"the abdomen (as a cavity)";
H6898;קֻבָּה;qubbâh;"a pavilion (as a domed cavity)";
H6899;קִבּוּץ;qibbûwts;"a throng";
H6900;קְבוּרָה;qᵉbûwrâh;"sepulture, (concretely) a sepulchre";
H6901;קָבַל;qâbal;"to admit, i.e. take (literally or figuratively)";
H6902;קְבַל;qᵉbal;"to acquire";
H6903;קְבֵל;qᵉbêl;"(adverbially) in front of, usually (with other particles) on account of, so as, since, hence";
H6904;קֹבֶל;qôbel;"a battering-ram";
H6905;קָבָל;qâbâl;"the presence, i.e. (adverbially) in front of";
H6906;קָבַע;qâbaʻ;"to cover, i.e. (figuratively) defraud";
H6907;קֻבַּעַת;qubbaʻath;"a goblet (as deep like a cover)";
H6908;קָבַץ;qâbats;"to grasp, i.e. collect";
H6909;קַבְצְאֵל;Qabtsᵉʼêl;"Kabtseel, a place in Palestine";
H6910;קְבֻצָה;qᵉbutsâh;"a hoard";
H6911;קִבְצַיִם;Qibtsayim;"Kibtsajim, a place in Palestine";
H6912;קָבַר;qâbar;"to inter";
H6913;קֶבֶר;qeber;"a sepulchre";
H6914;קִבְרוֹת הַתַּאֲוָה;Qibrôwth hat-Taʼă-vâh;"Kibroth-hat-Taavh, a place in the Desert";
H6915;קָדַד;qâdad;"to shrivel up, i.e. contract or bend the body (or neck) in deference";
H6916;קִדָּה;qiddâh;"cassia bark (as in shrivelled rolls)";
H6917;קָדוּם;qâdûwm;"a pristine hero";
H6918;קָדוֹשׁ;qâdôwsh;"sacred (ceremonially or morally), (as noun) God (by eminence), an angel, a saint, a sanctuary";
H6919;קָדַח;qâdach;"to inflame";
H6920;קַדַּחַת;qaddachath;"inflammation, i.e. febrile disease";
H6921;קָדִים;qâdîym;"the fore or front part, hence (by orientation) the East (often adverbially, eastward, for brevity the east wind)";
H6922;קַדִּישׁ;qaddîysh;"{sacred (ceremonially or morally), (as noun) God (by eminence), an angel, a saint, a sanctuary}";
H6923;קָדַם;qâdam;"to project (one self), i.e. precede, hence, to anticipate, hasten, meet (usually for help)";
H6924;קֶדֶם;qedem;"the front, of place (absolutely, the fore part, relatively the East) or time (antiquity), often used adverbially (before, anciently, eastward)";
H6925;קֳדָם;qŏdâm;"before";
H6926;קִדְמָה;qidmâh;"the forward part (or relatively) East (often adverbially, on the east or in front)";
H6927;קַדְמָה;qadmâh;"priority (in time), also used adverbially (before)";
H6928;קַדְמָה;qadmâh;"former time";
H6929;קֵדְמָה;Qêdᵉmâh;"Kedemah, a son of Ishmael";
H6930;קַדְמוֹן;qadmôwn;"eastern";
H6931;קַדְמוֹנִי;qadmôwnîy;"(of time) anterior or (of place) oriental";
H6932;קְדֵמוֹת;Qᵉdêmôwth;"Kedemoth, a place in eastern Palestine";
H6933;קַדְמַי;qadmay;"first";
H6934;קַדְמִיאֵל;Qadmîyʼêl;"Kadmiel, the name of three Israelites";
H6935;קַדְמֹנִי;Qadmônîy;"Kadmonite (collectively), the name of a tribe in Palestine";
H6936;קׇדְקֹד;qodqôd;"the crown of the head (as the part most bowed)";
H6937;קָדַר;qâdar;"to be ashy, i.e. darkcolored, by implication, to mourn (in sackcloth or sordid garments)";
H6938;קֵדָר;Qêdâr;"Kedar, a son of Ishmael, also (collectively) Bedouin (as his descendants or representatives)";
H6939;קִדְרוֹן;Qidrôwn;"Kidron, a brook near Jerusalem";
H6940;קַדְרוּת;qadrûwth;"duskiness";
H6941;קְדֹרַנִּית;qᵉdôrannîyth;"blackish ones (i.e. in sackcloth), used adverbially, in mourning weeds";
H6942;קָדַשׁ;qâdash;"to be (causatively, make, pronounce or observe as) clean (ceremonially or morally)";
H6943;קֶדֶשׁ;Qedesh;"Kedesh, the name of four places in Palestine";
H6944;קֹדֶשׁ;qôdesh;"a sacred place or thing, rarely abstract, sanctity";
H6945;קָדֵשׁ;qâdêsh;"a (quasi) sacred person, i.e. (technically) a (male) devotee (by prostitution) to licentious idolatry";
H6946;קָדֵשׁ;Qâdêsh;"Kadesh, a place in the Desert";
H6947;קָדֵשׁ בַּרְנֵעַ;Qâdêsh Barnêaʻ;"Kadesh-Barnea, a place in the Desert";
H6948;קְדֵשָׁה;qᵉdêshâh;"a female devotee (i.e. prostitute)";
H6949;קָהָה;qâhâh;"to be dull";
H6950;קָהַל;qâhal;"to convoke";
H6951;קָהָל;qâhâl;"assemblage (usually concretely)";
H6952;קְהִלָּה;qᵉhillâh;"an assemblage";
H6953;קֹהֶלֶת;qôheleth;"a (female) assembler (i.e. lecturer), abstractly, preaching (used as a 'nom de plume', Koheleth)";
H6954;קְהֵלָתָה;Qᵉhêlâthâh;"Kehelathah, a place in the Desert";
H6955;קְהָת;Qᵉhâth;"Kehath, an Israelite";
H6956;קֳהָתִי;Qŏhâthîy;"a Kohathite (collectively) or descendants of Kehath";
H6957;קַו;qav;"a cord (as connecting), especially formeasuring, figuratively, a rule, also a rim, a musical string or accord";
H6958;קוֹא;qôwʼ;"to vomit";
H6959;קוֹבַע;qôwbaʻ;"a helmet";
H6960;קָוָה;qâvâh;"to bind together (perhaps by twisting), i.e. collect, (figuratively) to expect";
H6961;קָוֶה;qâveh;"a (measuring) cord (as if for binding)";
H6962;קוּט;qûwṭ;"properly, to cut off, i.e. (figuratively) detest";
H6963;קוֹל;qôwl;"a voice or sound";
H6964;קוֹלָיָה;Qôwlâyâh;"Kolajah, the name of two Israelites";
H6965;קוּם;qûwm;"to rise (in various applications, literal, figurative, intensive and causative)";
H6966;קוּם;qûwm;"{to rise (in various applications, literal, figurative, intensive and causative)}";
H6967;קוֹמָה;qôwmâh;"height";
H6968;קוֹמְמִיּוּת;qôwmᵉmîyûwth;"elevation, i.e. (adverbially) erectly (figuratively)";
H6969;קוּן;qûwn;"to strike a musical note, i.e. chant or wail (at a funeral)";
H6970;קוֹעַ;Qôwaʻ;"Koa, a region of Babylon";
H6971;קוֹף;qôwph;"a monkey";
H6972;קוּץ;qûwts;"to spend the harvest season";
H6973;קוּץ;qûwts;"to be (causatively, make) disgusted or anxious";
H6974;קוּץ;qûwts;"to awake (literally or figuratively)";
H6975;קוֹץ;qôwts;"a thorn";
H6976;קוֹץ;Qôwts;"Kots, the name of two Israelites";
H6977;קְוֻצָּה;qᵉvutstsâh;"a forelock (as shorn)";
H6978;קַו־קַו;qav-qav;"stalwart";
H6979;קוּר;qûwr;"to trench, by implication, to throw forth,  to wall up, whether literal (to build a wall) or figurative (to estop)";
H6980;קוּר;qûwr;"(only plural) trenches, i.e. a web (as if so formed)";
H6981;קוֹרֵא;Qôwrêʼ;"Kore, the name of two Israelites";
H6982;קוֹרָה;qôwrâh;"a rafter (forming trenches as it were), by implication, a roof";
H6983;קוֹשׁ;qôwsh;"to set a trap";
H6984;קוּשָׁיָהוּ;qûwshâyâhûw;"Kushajah, an Israelite";
H6985;קַט;qaṭ;"a little, i.e. (adverbially) merely";
H6986;קֶטֶב;qeṭeb;"ruin";
H6987;קֹטֶב;qôṭeb;"extermination";
H6988;קְטוֹרָה;qᵉṭôwrâh;"perfume";
H6989;קְטוּרָה;Qᵉṭûwrâh;"Keturah, a wife of Abraham";
H6990;קָטַט;qâṭaṭ;"to clip off, i.e. (figuratively) destroy";
H6991;קָטַל;qâṭal;"properly, to cut off, i.e. (figuratively) put to death";
H6992;קְטַל;qᵉṭal;"to kill";
H6993;קֶטֶל;qeṭel;"a violent death";
H6994;קָטֹן;qâṭôn;"to diminish, i.e. be (causatively, make) diminutive or (figuratively) of no account";
H6995;קֹטֶן;qôṭen;"a pettiness, i.e. the little finger";
H6996;קָטָן;qâṭân;"abbreviated, i.e. diminutive, literally (in quantity, size or number) or figuratively (in age or importance)";
H6997;קָטָן;Qâṭân;"Katan, an Israelite";
H6998;קָטַף;qâṭaph;"to strip off";
H6999;קָטַר;qâṭar;"to smoke, i.e. turn into fragrance by fire (especially as an act of worship)";
H7000;קָטַר;qâṭar;"to inclose";
H7001;קְטַר;qᵉṭar;"a knot (as tied up), i.e. (figuratively) a riddle, also a vertebra (as if a knot)";
H7002;קִטֵּר;qiṭṭêr;"perfume";
H7003;קִטְרוֹן;Qiṭrôwn;"Kitron, a place in Palestine";
H7004;קְטֹרֶת;qᵉṭôreth;"a fumigation";
H7005;קַטָּת;Qaṭṭâth;"Kattath, a place in Palestine";
H7006;קָיָה;qâyâh;"to vomit";
H7007;קַיִט;qayiṭ;"harvest";
H7008;קִיטוֹר;qîyṭôwr;"a fume, i.e. cloud";
H7009;קִים;qîym;"an opponent (as rising against one), i.e. (collectively) enemies";
H7010;קְיָם;qᵉyâm;"an edict (as arising in law)";
H7011;קַיָּם;qayâm;"permanent (as rising firmly)";
H7012;קִימָה;qîymâh;"an arising";
H7013;קַיִן;qayin;"a lance (as striking fast)";
H7014;קַיִן;Qayin;"Kajin, the name of the first child, also of a place in Palestine, and of an Oriental tribe";
H7015;קִינָה;qîynâh;"a dirge (as accompanied by beating the breasts or on instruments)";
H7016;קִינָה;Qîynâh;"Kinah, a place in Palestine";
H7017;קֵינִי;Qêynîy;"a Kenite or member of the tribe of Kajin";
H7018;קֵינָן;Qêynân;"Kenan, an antediluvian";
H7019;קַיִץ;qayits;"harvest (as the crop), whether the product (grain or fruit) or the (dry) season";
H7020;קִיצוֹן;qîytsôwn;"terminal";
H7021;קִיקָיוֹן;qîyqâyôwn;"the gourd (as nauseous)";
H7022;קִיקָלוֹן;qîyqâlôwn;"intense disgrace";
H7023;קִיר;qîyr;"a wall (as built in a trench)";
H7024;קִיר;Qîyr;"Kir, a place in Assyrian, also one in Moab";
H7025;קִיר חֶרֶשׂ;Qîyr Cheres;"Kir-Cheres or Kir-Chareseth, a place in Moab";
H7026;קֵירֹס;Qêyrôç;"Keros, one of the Nethinim";
H7027;קִישׁ;Qîysh;"Kish, the name of five Israelites";
H7028;קִישׁוֹן;Qîyshôwn;"Kishon, a river of Palestine";
H7029;קִישִׁי;Qîyshîy;"Kishi, an Israelite";
H7030;קִיתָרֹס;qîythârôç;"a lyre";
H7031;קַל;qal;"light, (by implication) rapid (also adverbial)";
H7032;קָל;qâl;"{a voice or sound}";
H7033;קָלָה;qâlâh;"to toast, i.e. scorch partially or slowly";
H7034;קָלָה;qâlâh;"to be light (as implied in rapid motion), but figuratively, only (be (causatively, hold) in contempt)";
H7035;קָלַהּ;qâlahh;"to assemble";
H7036;קָלוֹן;qâlôwn;"disgrace, (by implication) the pudenda";
H7037;קַלַּחַת;qallachath;"a kettle";
H7038;קָלַט;qâlaṭ;"to maim";
H7039;קָלִי;qâlîy;"roasted ears of grain";
H7040;קַלַּי;Qallay;"Kallai, an Israelite";
H7041;קֵלָיָה;Qêlâyâh;"Kelajah, an Israelite";
H7042;קְלִיטָא;Qᵉlîyṭâʼ;"Kelita, the name of three Israelites";
H7043;קָלַל;qâlal;"to be (causatively, make) light, literally (swift, small, sharp, etc.) or figuratively (easy, trifling, vile, etc.)";
H7044;קָלָל;qâlâl;"brightened (as if sharpened)";
H7045;קְלָלָה;qᵉlâlâh;"vilification";
H7046;קָלַס;qâlaç;"to disparage, i.e. ridicule";
H7047;קֶלֶס;qeleç;"a laughing-stock";
H7048;קַלָּסָה;qallâçâh;"ridicule";
H7049;קָלַע;qâlaʻ;"to sling, also to carve (as if a circular motion, or into light forms)";
H7050;קֶלַע;qelaʻ;"a sling, also a (door) screen (as if slung across), or the valve (of the door) itself";
H7051;קַלָּע;qallâʻ;"a slinger";
H7052;קְלֹקֵל;qᵉlôqêl;"insubstantial";
H7053;קִלְּשׁוֹן;qillᵉshôwn;"a prong, i.e. hay-fork";
H7054;קָמָה;qâmâh;"something that rises, i.e. a stalk of grain";
H7055;קְמוּאֵל;Qᵉmûwʼêl;"Kemuel, the name of a relative of Abraham, and of two Israelites";
H7056;קָמוֹן;Qâmôwn;"Kamon, a place East of the Jordan";
H7057;קִמּוֹשׁ;qimmôwsh;"a prickly plant";
H7058;קֶמַח;qemach;"flour";
H7059;קָמַט;qâmaṭ;"to pluck, i.e. destroy";
H7060;קָמַל;qâmal;"to wither";
H7061;קָמַץ;qâmats;"to grasp with the hand";
H7062;קֹמֶץ;qômets;"a grasp, i.e. handful";
H7063;קִמָּשׁוֹן;qimmâshôwn;"a prickly plant";
H7064;קֵן;qên;"a nest (as fixed), sometimes including the nestlings, figuratively, a chamber or dwelling";
H7065;קָנָא;qânâʼ;"to be (causatively, make) zealous, i.e. (in a bad sense) jealous or envious";
H7066;קְנָא;qᵉnâʼ;"to purchase";
H7067;קַנָּא;qannâʼ;"jealous";
H7068;קִנְאָה;qinʼâh;"jealousy or envy";
H7069;קָנָה;qânâh;"to erect, i.e. create, by extension, to procure, especially by purchase (causatively, sell), by implication to own";
H7070;קָנֶה;qâneh;"a reed (as erect), by resemblance a rod (especially for measuring), shaft, tube, stem, the radius (of the arm), beam (of a steelyard)";
H7071;קָנָה;Qânâh;"Kanah, the name of a stream and of a place in Palestine";
H7072;קַנּוֹא;qannôwʼ;"jealous or angry";
H7073;קְנַז;Qᵉnaz;"Kenaz, the name of an Edomite and of two Israelites";
H7074;קְנִזִּי;Qᵉnizzîy;"a Kenizzite or descendant of Kenaz";
H7075;קִנְיָן;qinyân;"creation, i.e. (concretely) creatures, also acquisition, purchase, wealth";
H7076;קִנָּמוֹן;qinnâmôwn;"cinnamon bark (as in upright rolls)";
H7077;קָנַן;qânan;"to nestle, i.e. build or occupy as anest";
H7078;קֶנֶץ;qenets;"perversion";
H7079;קְנָת;Qᵉnâth;"Kenath, a place East of the Jordan";
H7080;קָסַם;qâçam;"properly, to distribute, i.e. determine by lot or magical scroll, by implication, to divine";
H7081;קֶסֶם;qeçem;"a lot, also divination (including its fee), oracle";
H7082;קָסַס;qâçaç;"to lop off";
H7083;קֶסֶת;qeçeth;"properly, a cup, i.e. an ink-stand";
H7084;קְעִילָה;Qᵉʻîylâh;"Keilah, a place in Palestine";
H7085;קַעֲקַע;qaʻăqaʻ;"an incision or gash";
H7086;קְעָרָה;qᵉʻârâh;"a bowl (as cut out hollow)";
H7087;קָפָא;qâphâʼ;"to shrink, i.e. thicken (as unracked wine, curdled milk, clouded sky, frozen water)";
H7088;קָפַד;qâphad;"to contract, i.e. roll together";
H7089;קְפָדָה;qᵉphâdâh;"shrinking, i.e., terror";
H7090;קִפּוֹד;qippôwd;"a species of bird, perhaps the bittern (from its contracted form)";
H7091;קִפּוֹז;qippôwz;"spring forward, an arrow-snake (as darting on its prey)";
H7092;קָפַץ;qâphats;"to draw together, i.e. close, by implication, to leap (by contracting the limbs), specifically, to die (from gathering up the feet)";
H7093;קֵץ;qêts;"an extremity, adverbially (with prepositional prefix) after";
H7094;קָצַב;qâtsab;"to clip, or (generally) chop";
H7095;קֶצֶב;qetseb;"shape (as if cut out), base (as if there cut off)";
H7096;קָצָה;qâtsâh;"to cut off, (figuratively) to destroy, (partially) to scrape off";
H7097;קָצֶה;qâtseh;"an extremity";
H7098;קָצָה;qâtsâh;"a termination";
H7099;קֶצֶו;qetsev;"a limit";
H7100;קֶצַח;qetsach;"fennelflower (from its pungency)";
H7101;קָצִין;qâtsîyn;"a magistrate (as deciding) or other leader";
H7102;קְצִיעָה;qᵉtsîyʻâh;"cassia (as peeled, plural the bark)";
H7103;קְצִיעָה;Qᵉtsîyʻâh;"Ketsiah, a daughter of Job";
H7104;קְצִיץ;Qᵉtsîyts;"Keziz, a valley in Palestine";
H7105;קָצִיר;qâtsîyr;"severed, i.e. harvest (as reaped), the crop, the time, the reaper, or figuratively, also a limb (of a tree, or simply foliage)";
H7106;קָצַע;qâtsaʻ;"to strip off, i.e. (partially) scrape, by implication, to segregate (as an angle)";
H7107;קָצַף;qâtsaph;"to crack off, i.e. (figuratively) burst out in rage";
H7108;קְצַף;qᵉtsaph;"to become enraged";
H7109;קְצַף;qᵉtsaph;"rage";
H7110;קֶצֶף;qetseph;"a splinter (as chipped off), figuratively, rage or strife";
H7111;קְצָפָה;qᵉtsâphâh;"a fragment";
H7112;קָצַץ;qâtsats;"to chop off (literally or figuratively)";
H7113;קְצַץ;qᵉtsats;"{to chop off (literally or figuratively)}";
H7114;קָצַר;qâtsar;"to dock off, i.e. curtail (transitive or intransitive, literal or figurative), especially to harvest (grass or grain)";
H7115;קֹצֶר;qôtser;"shortness (of spirit), i.e. impatience";
H7116;קָצֵר;qâtsêr;"short (whether in size, number, life, strength or temper)";
H7117;קְצָת;qᵉtsâth;"a termination (literally or figuratively), also (by implication) a portion, adverbially (with prepositional prefix) after";
H7118;קְצָת;qᵉtsâth;"{a termination (literally or figuratively), also (by implication) a portion, adverbially (with prepositional prefix) after}";
H7119;קַר;qar;"cool, figuratively, quiet";
H7120;קֹר;qôr;"cold";
H7121;קָרָא;qârâʼ;"to call out to (i.e. properly, address by name, but used in a wide variety of applications)";
H7122;קָרָא;qârâʼ;"to encounter, whether accidentally or in a hostile manner";
H7123;קְרָא;qᵉrâʼ;"{to call out to (i.e. properly, address by name, but used in a wide variety of applications)}";
H7124;קֹרֵא;qôrêʼ;"a caller, i.e. partridge (from its cry)";
H7125;קִרְאָה;qirʼâh;"an encountering, accidental, friendly or hostile (also adverbially, opposite)";
H7126;קָרַב;qârab;"to approach (causatively, bring near) for whatever purpose";
H7127;קְרֵב;qᵉrêb;"{to approach (causatively, bring near) for whatever purpose}";
H7128;קְרָב;qᵉrâb;"hostile encounter";
H7129;קְרָב;qᵉrâb;"{hostile encounter}";
H7130;קֶרֶב;qereb;"properly, the nearest part, i.e. the center, whether literal, figurative or adverbial (especially with preposition)";
H7131;קָרֵב;qârêb;"near";
H7132;קְרָבָה;qᵉrâbâh;"approach";
H7133;קׇרְבָּן;qorbân;"something brought near the altar, i.e. a sacrificial present";
H7134;קַרְדֹּם;qardôm;"an axe";
H7135;קָרָה;qârâh;"coolness";
H7136;קָרָה;qârâh;"to light upon (chiefly by accident), causatively, to bring about, specifically, to impose timbers (for roof or floor)";
H7137;קָרֶה;qâreh;"an (unfortunate) occurrence, i.e. some accidental (ceremonial) disqualification";
H7138;קָרוֹב;qârôwb;"near (in place, kindred or time)";
H7139;קָרַח;qârach;"to depilate";
