Verse Reference,Bible Gateway Link (Chapter),bbe,web,ylt
Psalm 98:1-3,Psalm98:1-3,"<A Psalm.> O make a new song to the Lord, because he has done works of wonder; with his right hand, and with his holy arm, he has overcome.The Lord has given to all the knowledge of his salvation; he has made clear his righteousness in the eyes of the nations.He has kept in mind his mercy and his unchanging faith to the house of Israel; all the ends of the earth have seen the salvation of our God.","Sing to Yahweh a new song,
for he has done marvelous things!
His right hand, and his holy arm, have worked salvation for him.
Yahweh has made known his salvation.
He has openly shown his righteousness in the sight of the nations.
He has remembered his loving kindness and his faithfulness toward the house of Israel.
All the ends of the earth have seen the salvation of our God.",
Psalm 103:2-4,Psalm103:2-4,"Give praise to the Lord, O my soul; let not all his blessings go from your memory.He has forgiveness for all your sins; he takes away all your diseases;He keeps back your life from destruction, crowning you with mercy and grace.","Praise Yahweh, my soul,
and don’t forget all his benefits;
who forgives all your sins;
who heals all your diseases;
who redeems your life from destruction;
who crowns you with loving kindness and tender mercies;",
Psalm 106:8-12,Psalm106:8-12,"But he was their saviour because of his name, so that men might see his great power.By his word the Red Sea was made dry: and he took them through the deep waters as through the waste land.And he took them safely out of the hands of their haters, and kept them from the attacks of those who were against them.And the waters went over their haters; all of them came to an end.Then they had faith in his words; they gave him songs of praise.","Nevertheless he saved them for his name’s sake,
that he might make his mighty power known.
He rebuked the Red Sea also, and it was dried up;
so he led them through the depths, as through a desert.
He saved them from the hand of him who hated them,
and redeemed them from the hand of the enemy.
The waters covered their adversaries.
There was not one of them left.
Then they believed his words.
They sang his praise.",
Psalm Psalm 107,PsalmPsalm 107,"O give praise to the Lord, for he is good: for his mercy is unchanging for ever.Let those whose cause the Lord has taken up say so, his people whom he has taken out of the hands of their haters;Making them come together out of all the lands, from the east and from the west, from the north and from the south.They were wandering in the waste places; they saw no way to a resting-place.Their souls became feeble for need of food and drink.Then they sent up their cry to the Lord in their sorrow, and he gave them salvation out of all their troubles;Guiding them in the right way, so that they might come into the town of their resting-place.Let men give praise to the Lord for his mercy, and for the wonders which he does for the children of men!He gives its desire to the unresting soul, so that it is full of good things.Those who were in the dark, in the black night, in chains of sorrow and iron;Because they went against the words of God, and gave no thought to the laws of the Most High:So that he made their hearts weighted down with grief; they were falling, and had no helper.Then they sent up their cry to the Lord in their sorrow, and he gave them salvation out of all their troubles.He took them out of the dark and the black night, and all their chains were broken.Let men give praise to the Lord for his mercy, and for the wonders which he does for the children of men!The doors of brass are broken by his arm, and the bands of iron are cut in two.Foolish men, because of their sins, and because of their wrongdoing, are troubled;They are disgusted by all food, and they come near to the doors of death.Then they send up their cry to the Lord in their sorrow, and he gives them salvation out of all their troubles.He sent his word and made them well, and kept them safe from the underworld.Let men give praise to the Lord for his mercy, and for the wonders which he does for the children of men!Let them make offerings of praise, giving news of his works with cries of joy.Those who go down to the sea in ships, who do business in the great waters;They see the works of the Lord, and his wonders in the deep.For at his word comes up the storm-wind, lifting high the waves.The sailors go up to heaven, and down into the deep; their souls are wasted because of their trouble.They are turned here and there, rolling like a man who is full of wine; and all their wisdom comes to nothing.Then they send up their cry to the Lord in their sorrow, and he gives them salvation out of all their troubles.He makes the storm into a calm, so that the waves are at peace.Then they are glad, because the sea is quiet, and he takes them to the harbour of their desire.Let men give praise to the Lord for his mercy, and for the wonders which he does for the children of men!Let them give glory to him in the meeting of the people, and praise among the chiefs.He makes rivers into waste places, and springs of water into a dry land;He makes a fertile country into a salt waste, because of the sins of those who are living there.He makes a waste land into a place of water, and a dry land into water-springs.And there he gives the poor a resting-place, so that they may make themselves a town;And put seed in the fields and make vine-gardens, to give them fruit.He gives them his blessing so that they are increased greatly, and their cattle do not become less.And when they are made low, and crushed by trouble and sorrow,He puts an end to the pride of kings, and sends them wandering in the waste lands where there is no way.But he puts the poor man on high from his troubles, and gives him families like a flock.The upright see it and are glad: the mouth of the sinner is stopped.Let the wise give thought to these things, and see the mercies of the Lord.","Give thanks to Yahweh, for he is good,
for his loving kindness endures forever.
Let the redeemed by Yahweh say so,
whom he has redeemed from the hand of the adversary,
And gathered out of the lands,
from the east and from the west,
from the north and from the south.
They wandered in the wilderness in a desert way.
They found no city to live in.
Hungry and thirsty,
their soul fainted in them.
Then they cried to Yahweh in their trouble,
and he delivered them out of their distresses,
he led them also by a straight way,
that they might go to a city to live in.
Let them praise Yahweh for his loving kindness,
for his wonderful deeds to the children of men!
For he satisfies the longing soul.
He fills the hungry soul with good.
Some sat in darkness and in the shadow of death,
being bound in affliction and iron,
because they rebelled against the words of God,
and condemned the counsel of the Most High.
Therefore he brought down their heart with labor.
They fell down, and there was no one to help.
Then they cried to Yahweh in their trouble,
and he saved them out of their distresses.
He brought them out of darkness and the shadow of death,
and broke away their chains.
Let them praise Yahweh for his loving kindness,
for his wonderful deeds to the children of men!
For he has broken the gates of brass,
and cut through bars of iron.
Fools are afflicted because of their disobedience,
and because of their iniquities.
Their soul abhors all kinds of food.
They draw near to the gates of death.
Then they cry to Yahweh in their trouble,
he saves them out of their distresses.
He sends his word, and heals them,
and delivers them from their graves.
Let them praise Yahweh for his loving kindness,
for his wonderful deeds to the children of men!
Let them offer the sacrifices of thanksgiving,
and declare his deeds with singing.
Those who go down to the sea in ships,
who do business in great waters;
These see Yahweh’s deeds,
and his wonders in the deep.
For he commands, and raises the stormy wind,
which lifts up its waves.
They mount up to the sky; they go down again to the depths.
Their soul melts away because of trouble.
They reel back and forth, and stagger like a drunken man,
and are at their wits’ end.
Then they cry to Yahweh in their trouble,
and he brings them out of their distress.
He makes the storm a calm,
so that its waves are still.
Then they are glad because it is calm,
so he brings them to their desired haven.
Let them praise Yahweh for his loving kindness,
for his wonderful deeds for the children of men!
Let them exalt him also in the assembly of the people,
and praise him in the seat of the elders.
He turns rivers into a desert,
water springs into a thirsty ground,
and a fruitful land into a salt waste,
for the wickedness of those who dwell in it.
He turns a desert into a pool of water,
and a dry land into water springs.
There he makes the hungry live,
that they may prepare a city to live in,
sow fields, plant vineyards,
and reap the fruits of increase.
He blesses them also, so that they are multiplied greatly.
He doesn’t allow their livestock to decrease.
Again, they are diminished and bowed down
through oppression, trouble, and sorrow.
He pours contempt on princes,
and causes them to wander in a trackless waste.
Yet he lifts the needy out of their affliction,
and increases their families like a flock.
The upright will see it, and be glad.
All the wicked will shut their mouths.
Whoever is wise will pay attention to these things.
They will consider the loving kindnesses of Yahweh.",
Psalm 118:14-21,Psalm118:14-21,"The Lord is my strength and my song; he has become my salvation.The sound of joy and salvation is in the tents of the upright; the right hand of the Lord does works of power.The right hand of the Lord is lifted up; the right hand of the Lord does works of power.Life and not death will be my part, and I will give out the story of the works of the Lord.The hand of Jah has been hard on me; but he has not given me up to death.Let the doors of righteousness be open to me; I will go in and give praise to the Lord.This is the door of the Lord's house; the workers of righteousness will go in through it.I will give you praise, for you have given me an answer, and have become my salvation.","Yah is my strength and song.
He has become my salvation.
The voice of rejoicing and salvation is in the tents of the righteous.
“The right hand of Yahweh does valiantly.
The right hand of Yahweh is exalted!
The right hand of Yahweh does valiantly!”
I will not die, but live,
and declare Yah’s works.
Yah has punished me severely,
but he has not given me over to death.
Open to me the gates of righteousness.
I will enter into them.
I will give thanks to Yah.
This is the gate of Yahweh;
the righteous will enter into it.
I will give thanks to you, for you have answered me,
and have become my salvation.",
Psalm 138:7-8,Psalm138:7-8,"Even when trouble is round me, you will give me life; your hand will be stretched out against the wrath of my haters, and your right hand will be my salvation.The Lord will make all things complete for me: O Lord, your mercy is eternal; do not give up the works of your hands.","Though I walk in the middle of trouble, you will revive me.
You will stretch out your hand against the wrath of my enemies.
Your right hand will save me.
Yahweh will fulfill that which concerns me;
your loving kindness, Yahweh, endures forever.
Don’t forsake the works of your own hands.",
Isaiah 12:1-6,Isaiah12:1-6,"And in that day you will say I will give praise to you, O Lord; for though you were angry with me, your wrath is turned away, and I am comforted.See, God is my salvation; I will have faith in the Lord, without fear: for the Lord Jah is my strength and song; and he has become my salvation.So with joy will you get water out of the springs of salvation.And in that day you will say, Give praise to the Lord, let his name be honoured, give word of his doings among the peoples, say that his name is lifted up.Make a song to the Lord; for he has done noble things: give news of them through all the earth.Let your voice be sounding in a cry of joy, O daughter of Zion, for great is the Holy One of Israel among you.","In that day you will say, “I will give thanks to you, Yahweh; for though you were angry with me, your anger has turned away and you comfort me.
Behold, God is my salvation. I will trust, and will not be afraid; for Yah, Yahweh, is my strength and song; and he has become my salvation.”
Therefore with joy you will draw water out of the wells of salvation.
In that day you will say, “Give thanks to Yahweh! Call on his name. Declare his doings among the peoples. Proclaim that his name is exalted!
Sing to Yahweh, for he has done excellent things! Let this be known in all the earth!
Cry aloud and shout, you inhabitant of Zion; for the Holy One of Israel is great among you!”",
Isaiah 25:9,Isaiah25:9,"And in that day it will be said, See, this is our God; we have been waiting for him, and he will be our saviour: this is the Lord in whom is our hope; we will be glad and have delight in his salvation.","It shall be said in that day, “Behold, this is our God! We have waited for him, and he will save us! This is Yahweh! We have waited for him. We will be glad and rejoice in his salvation!”",
Isaiah 26:1,Isaiah26:1,In that day will this song be made in the land of Judah: We have a strong town; he will make salvation our walls and towers.,"In that day, this song will be sung in the land of Judah:
“We have a strong city.
God appoints salvation for walls and bulwarks.",
Isaiah 33:2,Isaiah33:2,"O Lord, have mercy on us; for we have been waiting for your help: be our strength every morning, our salvation in time of trouble.","Yahweh, be gracious to us. We have waited for you.
Be our strength every morning,
our salvation also in the time of trouble.",
Isaiah 35:4,Isaiah35:4,"Say to those who are full of fear, Be strong and take heart: see, your God will give punishment; the reward of God will come; he himself will come to be your saviour.","Tell those who have a fearful heart, “Be strong.
Don’t be afraid.
Behold, your God will come with vengeance, God’s retribution.
He will come and save you.",
Isaiah 38:16-20,Isaiah38:16-20,"O Lord, for this cause I am waiting for you, give rest to my spirit: make me well again, and let me come back to life.See, in place of peace my soul had bitter sorrow. but you have kept back my soul from the underworld; for you have put all my sins out of your memory.For the underworld is not able to give you praise, death gives you no honour: for those who go down into the underworld there is no hope in your mercy.The living, the living man, he will give you praise, as I do this day: the father will give the story of your mercy to his children.O Lord, quickly be my saviour; so we will make my songs to corded instruments all the days of our lives in the house of the Lord.","Lord, men live by these things;
and my spirit finds life in all of them:
you restore me, and cause me to live.
Behold, for peace I had great anguish,
but you have in love for my soul delivered it from the pit of corruption;
for you have cast all my sins behind your back.
For Sheol can’t praise you.
Death can’t celebrate you.
Those who go down into the pit can’t hope for your truth.
The living, the living, he shall praise you, as I do today.
The father shall make known your truth to the children.
Yahweh will save me.
Therefore we will sing my songs with stringed instruments all the days of our life in Yahweh’s house.",
Isaiah 43:1-3,Isaiah43:1-3,"But now, says the Lord your Maker, O Jacob, and your life-giver, O Israel: have no fear, for I have taken up your cause; naming you by your name, I have made you mine.When you go through the waters, I will be with you; and through the rivers, they will not go over you: when you go through the fire, you will not be burned; and the flame will have no power over you.For I am the Lord your God, the Holy One of Israel, your saviour; I have given Egypt as a price for you, Ethiopia and Seba for you.","But now Yahweh who created you, Jacob,
and he who formed you, Israel says:
“Don’t be afraid, for I have redeemed you.
I have called you by your name.
You are mine.
When you pass through the waters, I will be with you;
and through the rivers, they will not overflow you.
When you walk through the fire, you will not be burned,
and flame will not scorch you.
For I am Yahweh your God,
the Holy One of Israel,
your Savior.
I have given Egypt as your ransom,
Ethiopia and Seba in your place.",
Isaiah 43:11-13,Isaiah43:11-13,"I, even I, am the Lord; and there is no saviour but me.I gave the word, and made it clear, and there was no strange god among you: for this reason you are my witnesses, says the Lord.From time long past I am God, and from this day I am he: there is no one who is able to take you out of my hand: when I undertake a thing, by whom will my purpose be changed?","I myself am Yahweh;
and besides me there is no savior.
I have declared, I have saved, and I have shown;
and there was no strange god among you.
Therefore you are my witnesses”,
says Yahweh, “and I am God.
Yes, since the day was, I am he;
and there is no one who can deliver out of my hand.
I will work, and who can hinder it?”",
Isaiah 45:15,Isaiah45:15,"Truly, you have a secret God, the God of Israel is a Saviour!","Most certainly you are a God who has hidden yourself,
God of Israel, the Savior.’”",
Isaiah 45:17,Isaiah45:17,But the Lord will make Israel free with an eternal salvation: you will not be put to shame or made low for ever and ever.,"Israel will be saved by Yahweh with an everlasting salvation.
You will not be disappointed nor confounded to ages everlasting.",
Isaiah 45:21-22,Isaiah45:21-22,"Give the word, put forward your cause, let us have a discussion together: who has given news of this in the past? who made it clear in early times? did not I, the Lord? and there is no God but me; a true God and a saviour; there is no other.Let your hearts be turned to me, so that you may have salvation, all the ends of the earth: for I am God, and there is no other.","Declare and present it.
Yes, let them take counsel together.
Who has shown this from ancient time?
Who has declared it of old?
Haven’t I, Yahweh?
There is no other God besides me, a just God and a Savior;
There is no one besides me.
“Look to me, and be saved, all the ends of the earth;
for I am God, and there is no other.",
Isaiah 49:6,Isaiah49:6,"It is not enough for one who is my servant to put the tribes of Jacob again in their place, and to get back those of Israel who have been sent away: my purpose is to give you as a light to the nations, so that you may be my salvation to the end of the earth.","Indeed, he says, “It is too light a thing that you should be my servant to raise up the tribes of Jacob,
and to restore the preserved of Israel?
I will also give you as a light to the nations,
that you may be my salvation to the end of the earth.”",
Isaiah 52:10,Isaiah52:10,The Lord has let his holy arm be seen by the eyes of all nations; and all the ends of the earth will see the salvation of our God.,"Yahweh has made bare his holy arm in the eyes of all the nations;
and all the ends of the earth have seen the salvation of our God.",
Isaiah 59:1,Isaiah59:1,"Truly, the Lord's hand has not become short, so that he is unable to give salvation; and his ear is not shut from hearing:","Behold, Yahweh’s hand is not shortened, that it can’t save;
nor his ear dull, that it can’t hear.",
Jeremiah 14:8-9,Jeremiah14:8-9,"O you hope of Israel, its saviour in time of trouble, why are you like one who is strange in the land, and like a traveller putting up his tent for a night?Why are you like a man surprised, like a man of war who is not able to give help? but you, O Lord, are with us, and we are named by your name; do not go away from us.","You hope of Israel,
its Savior in the time of trouble,
why should you be as a foreigner in the land,
and as a wayfaring man who turns aside to stay for a night?
Why should you be like a scared man,
as a mighty man who can’t save?
Yet you, Yahweh, are in the middle of us,
and we are called by your name.
Don’t leave us.",
Jeremiah 16:19-21,Jeremiah16:19-21,"O Lord, my strength and my strong tower, my safe place in the day of trouble, the nations will come to you from the ends of the earth, and say, The heritage of our fathers is nothing but deceit, even false things in which there is no profit.Will a man make for himself gods which are no gods?For this reason, truly, I will make them see, this once I will give them knowledge of my hand and my power; and they will be certain that my name is the Lord.","Yahweh, my strength, and my stronghold,
and my refuge in the day of affliction,
the nations will come to you from the ends of the earth,
and will say,
“Our fathers have inherited nothing but lies,
vanity and things in which there is no profit.
Should a man make to himself gods,
which yet are no gods?”
“Therefore behold, I will cause them to know,
this once I will cause them to know my hand and my might.
Then they will know that my name is Yahweh.”",
Jeremiah 30:10-11,Jeremiah30:10-11,"So have no fear, O Jacob, my servant, says the Lord; and do not be troubled, O Israel: for see, I will make you come back from far away, and your seed from the land where they are prisoners; and Jacob will come back, and will be quiet and at peace, and no one will give him cause for fear.For I am with you, says the Lord, to be your saviour: for I will put an end to all the nations where I have sent you wandering, but I will not put an end to you completely: though with wise purpose I will put right your errors, and will not let you go quite without punishment.","Therefore don’t be afraid, O Jacob my servant, says Yahweh.
Don’t be dismayed, Israel.
For, behold, I will save you from afar,
and save your offspring from the land of their captivity.
Jacob will return,
and will be quiet and at ease.
No one will make him afraid.
For I am with you, says Yahweh, to save you;
for I will make a full end of all the nations where I have scattered you,
but I will not make a full end of you;
but I will correct you in measure,
and will in no way leave you unpunished.”",
Jonah 2:1-9,Jonah2:1-9,"Then Jonah made prayer to the Lord his God from the inside of the fish, and said,In my trouble I was crying to the Lord, and he gave me an answer; out of the deepest underworld I sent up a cry, and you gave ear to my voice.For you have put me down into the deep, into the heart of the sea; and the river was round about me; all your waves and your rolling waters went over me.And I said, I have been sent away from before your eyes; how may I ever again see your holy Temple?The waters were circling round me, even to the neck; the deep was about me; the sea-grass was twisted round my head.I went down to the bases of the mountains; as for the earth, her walls were about me for ever: but you have taken up my life from the underworld, O Lord my God.When my soul in me was overcome, I kept the memory of the Lord: and my prayer came in to you, into your holy Temple.The worshippers of false gods have given up their only hope.But I will make an offering to you with the voice of praise; I will give effect to my oaths. Salvation is the Lord's.","Then Jonah prayed to Yahweh, his God, out of the fish’s belly.
He said,
“I called because of my affliction to Yahweh.
He answered me.
Out of the belly of Sheol I cried.
You heard my voice.
For you threw me into the depths,
in the heart of the seas.
The flood was all around me.
All your waves and your billows passed over me.
I said, ‘I have been banished from your sight;
yet I will look again toward your holy temple.’
The waters surrounded me,
even to the soul.
The deep was around me.
The weeds were wrapped around my head.
I went down to the bottoms of the mountains.
The earth barred me in forever:
yet have you brought up my life from the pit, Yahweh my God.
“When my soul fainted within me, I remembered Yahweh.
My prayer came in to you, into your holy temple.
Those who regard lying vanities forsake their own mercy.
But I will sacrifice to you with the voice of thanksgiving.
I will pay that which I have vowed.
Salvation belongs to Yahweh.”",
Micah 7:7,Micah7:7,"But as for me, I am looking to the Lord; I am waiting for the God of my salvation: the ears of my God will be open to me.","But as for me, I will look to Yahweh.
I will wait for the God of my salvation.
My God will hear me.",
Zephaniah 3:17,Zephaniah3:17,"The Lord your God is among you, as a strong saviour: he will be glad over you with joy, he will make his love new again, he will make a song of joy over you as in the time of a holy feast.","Yahweh, your God, is among you, a mighty one who will save. He will rejoice over you with joy. He will calm you in his love. He will rejoice over you with singing.",
Zechariah 9:16,Zechariah9:16,"And the Lord their God will be their saviour in that day, giving them food like the flock of his people: for they will be like the jewels of a crown shining over his land.","Yahweh their God will save them in that day as the flock of his people;
for they are like the jewels of a crown,
lifted on high over his land.",
Matthew 8:25,Matthew8:25,"And they came to him, and, awaking him, said, Help, Lord; destruction is near.","They came to him, and woke him up, saying, “Save us, Lord! We are dying!”","and his disciples having come to him, awoke him, saying, 'Sir, save us; we are perishing.'"
Matthew 14:30,Matthew14:30,"But when he saw the wind he was in fear and, starting to go down, he gave a cry, saying, Help, Lord.","But when he saw that the wind was strong, he was afraid, and beginning to sink, he cried out, saying, “Lord, save me!”","but seeing the wind vehement, he was afraid, and having begun to sink, he cried out, saying, 'Sir, save me.'"
Matthew 15:22,Matthew15:22,"And a woman of Canaan came out from those parts, crying and saying, Have pity on me, O Lord, Son of David; my daughter is greatly troubled with an unclean spirit.","Behold, a Canaanite woman came out from those borders, and cried, saying, “Have mercy on me, Lord, you son of David! My daughter is severely possessed by a demon!”","and lo, a woman, a Canaanitess, from those borders having come forth, did call to him, saying, 'Deal kindly with me, Sir -- Son of David; my daughter is miserably demonized.'"
Matthew 20:30-31,Matthew20:30-31,"And two blind men seated by the wayside, when they had the news that Jesus was going by, gave a loud cry, saying, Lord, Son of David, have mercy on us.And the people gave them orders to be quiet; but they went on crying even louder, Lord, Son of David, have mercy on us.","Behold, two blind men sitting by the road, when they heard that Jesus was passing by, cried out, “Lord, have mercy on us, you son of David!”
The multitude rebuked them, telling them that they should be quiet, but they cried out even more, “Lord, have mercy on us, you son of David!”","and lo, two blind men sitting by the way, having heard that Jesus does pass by, cried, saying, 'Deal kindly with us, sir -- Son of David.'And the multitude charged them that they might be silent, and they cried out the more, saying, 'Deal kindly with us sir -- Son of David.'"
Mark 10:47-48,Mark10:47-48,"And when it came to his ears that it was Jesus of Nazareth, he gave a cry, and said, Jesus, Son of David, have mercy on me.And some of them, turning in protest, gave him an order to be quiet: but he went on crying out all the more, Son of David, have mercy on me.","When he heard that it was Jesus the Nazarene, he began to cry out, and say, “Jesus, you son of David, have mercy on me!”
Many rebuked him, that he should be quiet, but he cried out much more, “You son of David, have mercy on me!”","and having heard that it is Jesus the Nazarene, he began to cry out, and to say, 'The Son of David -- Jesus! deal kindly with me;'and many were rebuking him, that he might keep silent, but the more abundantly he cried out, 'Son of David, deal kindly with me.'"
Luke 17:13,Luke17:13,"Said, in loud voices, Jesus, Master, have mercy on us.","They lifted up their voices, saying, “Jesus, Master, have mercy on us!”","and they lifted up the voice, saying, 'Jesus, master, deal kindly with us;'"
Luke 23:42,Luke23:42,"And he said, Jesus, keep me in mind when you come in your kingdom.","He said to Jesus, “Lord, remember me when you come into your Kingdom.”","and he said to Jesus, 'Remember me, lord, when you may come in your reign;'"
Matthew 1:21,Matthew1:21,And she will give birth to a son; and you will give him the name Jesus; for he will give his people salvation from their sins.,"She shall give birth to a son. You shall call his name Jesus, for it is he who shall save his people from their sins.”","and she shall bring forth a son, and you shall call his name Jesus, for he shall save his people from their sins.'"
Matthew 1:23,Matthew1:23,"See, the virgin will be with child, and will give birth to a son, and they will give him the name Immanuel, that is, God with us.","“Behold, the virgin shall be with child,
and shall give birth to a son.
They shall call his name Immanuel”;
which is, being interpreted, “God with us.”","'Lo, the virgin shall conceive, and she shall bring forth a son, and they shall call his name Emmanuel,' which is, being interpreted 'With us he is God.'"
Luke 1:47,Luke1:47,My spirit is glad in God my Saviour.,"My spirit has rejoiced in God my Savior,","And my spirit was glad on God my Saviour,"
Luke 1:69-75,Luke1:69-75,"Lifting up a horn of salvation for us in the house of his servant David,(As he said, by the mouth of his holy prophets, from the earliest times,)Salvation from those who are against us, and from the hands of those who have hate for us;To do acts of mercy to our fathers and to keep in mind his holy word,The oath which he made to Abraham, our father,That we, being made free from the fear of those who are against us, might give him worship,In righteousness and holy living before him all our days.","and has raised up a horn of salvation for us in the house of his servant David
(as he spoke by the mouth of his holy prophets who have been from of old),
salvation from our enemies, and from the hand of all who hate us;
to show mercy towards our fathers,
to remember his holy covenant,
the oath which he swore to Abraham, our father,
to grant to us that we, being delivered out of the hand of our enemies,
should serve him without fear,
In holiness and righteousness before him all the days of our life.","And did raise an horn of salvation to us, In the house of David His servant,As He spake by the mouth of His holy prophets, Which have been from the age;Salvation from our enemies, And out of the hand of all hating us,To do kindness with our fathers, And to be mindful of His holy covenant,An oath that He sware to Abraham our father,To give to us, without fear, Out of the hand of our enemies having been delivered,To serve Him, in holiness and righteousness Before Him, all the days of our life."
Luke 2:11,Luke2:11,"For on this day, in the town of David, a Saviour has come to birth, who is Christ the Lord.","For there is born to you today, in David’s city, a Savior, who is Christ the Lord.","because there was born to you to-day a Saviour -- who is Christ the Lord -- in the city of David,"
Luke 2:30-32,Luke2:30-32,"For my eyes have seen your salvation,Which you have made ready before the face of all nations;A light of revelation to the Gentiles, and the glory of your people Israel.","for my eyes have seen your salvation,
which you have prepared before the face of all peoples;
a light for revelation to the nations,
and the glory of your people Israel.”","because mine eyes did see Your salvation,which You did prepare before the face of all the peoples,a light to the uncovering of nations, and the glory of Your people Israel.'"
Luke 3:6,Luke3:6,And all flesh will see the salvation of God.,All flesh will see God’s salvation.’”,and all flesh shall see the salvation of God.'
Luke 19:10,Luke19:10,"For the Son of man came to make search for those who are wandering from the way, and to be their Saviour.",For the Son of Man came to seek and to save that which was lost.”,for the Son of Man came to seek and to save the lost.'
John 1:12-13,John1:12-13,"To all those who did so take him, however, he gave the right of becoming children of God--that is, to those who had faith in his name:Whose birth was from God and not from blood, or from an impulse of the flesh and man's desire.","But as many as received him, to them he gave the right to become God’s children, to those who believe in his name:
who were born not of blood, nor of the will of the flesh, nor of the will of man, but of God.","but as many as did receive him to them he gave authority to become sons of God -- to those believing in his name,who -- not of blood nor of a will of flesh, nor of a will of man but -- of God were begotten."
John 3:16-17,John3:16-17,"For God had such love for the world that he gave his only Son, so that whoever has faith in him may not come to destruction but have eternal life.God did not send his Son into the world to be judge of the world; he sent him so that the world might have salvation through him.","For God so loved the world, that he gave his one and only Son, that whoever believes in him should not perish, but have eternal life.


For God didn’t send his Son into the world to judge the world, but that the world should be saved through him.","for God did so love the world, that His Son -- the only begotten -- He gave, that every one who is believing in him may not perish, but may have life age-during.
      
        For God did not send His Son to the world that he may judge the world, but that the world may be saved through him;"
John 4:42,John4:42,"And they said to the woman, Now we have faith, but not because of your story: we ourselves have given ear to his words, and we are certain that he is truly the Saviour of the world.","They said to the woman, “Now we believe, not because of your speaking; for we have heard for ourselves, and know that this is indeed the Christ, the Savior of the world.”",and said to the woman -- 'No more because of your speaking do we believe; for we ourselves have heard and known that this is truly the Saviour of the world -- the Christ.'
John 5:24,John5:24,"Truly I say to you, The man whose ears are open to my word and who has faith in him who sent me, has eternal life; he will not be judged, but has come from death into life.","“Most certainly I tell you, he who hears my word, and believes him who sent me, has eternal life, and doesn’t come into judgment, but has passed out of death into life.","'Verily, verily, I say to you -- He who is hearing my word, and is believing Him who sent me, has life age-during, and to judgment he does not come, but has passed out of the death to the life."
John 6:37,John6:37,Whatever the Father gives to me will come to me; and I will not send away anyone who comes to me.,All those whom the Father gives me will come to me. He who comes to me I will in no way throw out.,"all that the Father does give to me will come unto me; and him who is coming unto me, I may in no wise cast without,"
John 10:9,John10:9,"I am the door: if any man goes in through me he will have salvation, and will go in and go out, and will get food.","I am the door. If anyone enters in by me, he will be saved, and will go in and go out, and will find pasture.","I am the door, through me if any one may come in, he shall be saved, and he shall come in, and go out, and find pasture."
Acts 2:21,Acts2:21,And whoever makes his prayer to the Lord will have salvation.,It will be that whoever will call on the name of the Lord will be saved.’,"and it shall be, every one -- whoever shall call upon the name of the Lord, he shall be saved."
Acts 2:47,Acts2:47,"Giving praise to God, and having the approval of all the people; and every day the number of those who had salvation was increased by the Lord.","praising God, and having favor with all the people. The Lord added to the assembly day by day those who were being saved.","praising God, and having favour with all the people, and the Lord was adding those being saved every day to the assembly."
Acts 4:12,Acts4:12,"And in no other is there salvation: for there is no other name under heaven, given among men, through which we may have salvation.","There is salvation in none other, for neither is there any other name under heaven, that is given among men, by which we must be saved!”","and there is not salvation in any other, for there is no other name under the heaven that has been given among men, in which it behooves us to be saved.'"
Acts 5:31,Acts5:31,"Him God has put on high at his right hand, as a Ruler and a Saviour, to give to Israel a change of heart and forgiveness of sins.","God exalted him with his right hand to be a Prince and a Savior, to give repentance to Israel, and remission of sins.","this one God, a Prince and a Saviour, has exalted with His right hand, to give reformation to Israel, and forgiveness of sins;"
Acts 13:23,Acts13:23,"From this man's seed has God given to Israel a Saviour, even Jesus, as he gave his word;","From this man’s offspring, God has brought salvation to Israel according to his promise,","'Of this one's seed God, according to promise, did raise to Israel a Saviour -- Jesus,"
Acts 13:38-39,Acts13:38-39,"And so, let it be clear to you, my brothers, that through this man forgiveness of sins is offered to you:And through him everyone who has faith is made free from all those things, from which the law of Moses was not able to make you free.","Be it known to you therefore, brothers, that through this man is proclaimed to you remission of sins,
and by him everyone who believes is justified from all things, from which you could not be justified by the law of Moses.","'Let it therefore be known to you, men, brethren, that through this one to you is the forgiveness of sins declared,and from all things from which you were not able in the law of Moses to be declared righteous, in this one every one who is believing is declared righteous;"
Acts 15:11,Acts15:11,But we have faith that we will get salvation through the grace of the Lord Jesus in the same way as they.,"But we believe that we are saved through the grace of the Lord Jesus,
 just as they are.”","but, through the grace of the Lord Jesus Christ, we believe to be saved, even as also they.'"
Acts 16:17,Acts16:17,"She came after Paul and us, crying out and saying, These men are the servants of the Most High God, who are giving you news of the way of salvation.","Following Paul and us, she cried out, “These men are servants of the Most High God, who proclaim to us a way of salvation!”","she having followed Paul and us, was crying, saying, 'These men are servants of the Most High God, who declare to us a way of salvation;'"
Acts 16:30-31,Acts16:30-31,"And took them out and said, Sirs, what have I to do to get salvation?And they said, Have faith in the Lord Jesus, and you and your family will have salvation.","brought them out, and said, “Sirs, what must I do to be saved?”
They said, “Believe in the Lord Jesus Christ, and you will be saved, you and your household.”","and having brought them forth, said, 'Sirs, what must I do -- that I may be saved?'and they said, 'Believe on the Lord Jesus Christ, and you shall be saved -- you and your house;'"
