StrongID;OriginalWord;Transliteration;EnglishDefinition;HungarianDefinition
G1407;δρέπανον;drépanon; a gathering hook (especially for harvesting);sarló (főleg aratáshoz)
G1408;δρόμος;drómos; a race, i.e. (figuratively) career;verseny, azaz (átvitt értelemben) pályafutás, élettartam, menetelési út.
G1409;Δρούσιλλα;Droúsilla; Drusilla, a member of the Herodian family;Drúzilla, a Heródes-ház tagja.
G1410;δύναμαι;dýnamai; to be able or possible;lehetőség, képesség, alkalmasság, hatalommal rendelkezni, képes lenni valamire, megtehetni valamit.
G1411;δύναμις;dýnamis; force (literally or figuratively), specially, miraculous power (usually by implication, a miracle itself);erő (szó szerint vagy átvitt értelemben), különösen isteni erő, csodatévő hatalom (általában utalva magára a csodára is)
G1412;δυναμόω;dynamóō; to enable;erősíteni, képessé tenni, hatalmazni, megerősíteni (valakinek a képességét, erejét)
G1413;δυνάστης;dynástēs; a ruler or officer;uralkodó, hatalmasság, vezető, tekintélyviselő, főtisztviselő
G1414;δυνατέω;dynatéō; to be efficient (figuratively);hatékony lenni (átvitt értelemben), alkalmassá válni, képesnek bizonyulni, erővel megáldott lenni.
G1415;δυνατός;dynatós; powerful or capable (literally or figuratively), neuter possible;erős vagy képes [valakire vagy valamire], szó szerint vagy átvitt értelemben, semleges neműben lehetséges.
G1416;δύνω;dýnō; to go 'down';lemenni, alámenni, leszállni, leereszkedni, elmenni (egy helyről lefelé), lejutni, elmerülni (pl. a tengerbe), leírni (pl. egy nevet)
G1417;δύο;dýo; 'two';kettő, pár, mindkettő, valamilyen kettősség vagy kettős szám.
G1418;δυσ-;dys-; used only in composition as a prefix, hard, i.e. with difficulty;nehéz, nehezen, kínosan, erőfeszítéssel – mindig összetett szóként használva, nehézséget kifejezve
G1419;δυσβάστακτος;dysbástaktos; oppressive;nyomasztó, elviselhetetlen, terhes, nehéz
G1420;δυσεντερία;dysentería; a 'dysentery';vérhas, hashajtás, gyomorhurut, bélgyulladás (súlyos, véres hasmenéssel járó betegség)
G1421;δυσερμήνευτος;dysermḗneutos; difficult of explanation;nehezen érthető, nehezen magyarázható, értelmezésében nehézséget okozó.
G1422;δύσκολος;dýskolos; properly, fastidious about eating (peevish), i.e. (genitive case) impracticable;nehezen kezelhető, igényes (étel terén), szívós, makacs, nehézkes, gyakorlatilag megvalósíthatatlan.
G1423;δυσκόλως;dyskólōs; impracticably;nehézkesen, megoldhatatlanul, kínosan, nehezen végrehajthatóan
G1424;δυσμή;dysmḗ; the sun-set, i.e. (by implication) the western region;naplemente, azaz (következtetésként) a nyugati táj, vidék.
G1425;δυσνόητος;dysnóētos; difficult of perception;nehezen érthető, nehezen felfogható, bonyolult, rejtélyes
G1426;δυσφημία;dysphēmía; defamation;becsmérlés, rágalmazás, káromlás, negatív hírnév, rossz hírnév szerzése.
G1427;δώδεκα;dṓdeka; two and ten, i.e. a dozen;tizenkettő, vagyis egy tucat
G1428;δωδέκατος;dōdékatos; twelfth;tizenkettedik
G1429;δωδεκάφυλον;dōdekáphylon; the commonwealth of Israel;Izrael közössége, az izraeli nép állama.
G1430;δῶμα;dōma; properly, an edifice, i.e. (specially) a roof;tető, vagy épület, különösen a felső fedezet, tetőszerkezet.
G1431;δωρεά;dōreá; a gratuity;ingyenes ajándék, kegyesség, adomány, jutalom.
G1432;δωρεάν;dōreán; gratuitously (literally or figuratively);ingyenesen, díjmentesen (szó szerint vagy átvitt értelemben)
G1433;δωρέομαι;dōréomai; to bestow gratuitously;ingyenesen adományozni, kegyesen ajándékozni, költségtérítés nélkül nyújtani.
G1434;δώρημα;dṓrēma; a bestowment;ajándék, adomány, kegyelem, Isten ajándéka, adományozás, juttatás.
G1435;δῶρον;dōron;a present, specially, a sacrifice;ajándék, különösen áldozat
G1436;ἔα;éa; properly, let it be, i.e. (as interjection) aha!;valóban, így legyen, (felkiáltásként) aha!
G1437;ἐάν;eán; a conditional particle, in case that, provided, etc., often used in connection with other particles to denote indefiniteness or uncertainty;ha, amennyiben, feltéve, hogy, gyakran más részecskékkel együtt használva bizonytalanságot vagy határozatlanságot fejez ki.
G1438;ἑαυτοῦ;heautoû; him- (her-, it-, them-, also (in conjunction with the personal pronoun of the other persons) my-, thy-, our-, your-) self (selves), etc.;"önmaga (önmaguk), vagyis a személyes névmás visszaható alakja, amely a cselekvőre vonatkozik; saját maga, sajátjuk."
G1439;ἐάω;eáō; to let be, i.e. permit or leave alone;hagyni, engedni, elengedni, tűrni, nem háborgatni, szabadon engedni.
G1440;ἑβδομήκοντα;hebdomḗkonta; seventy;hetven
G1441;ἑβδομηκοντάκις;hebdomēkontákis; seventy times;hetvenedszer
G1442;ἕβδομος;hébdomos; seventh;hetedik
G1443;Ἐβέρ;Ebér; Eber, a patriarch;Éber, egy pátriárka.
G1444;Ἑβραϊκός;Hebraïkós; Hebraic or the Jewish language;héber, vagy a zsidó nyelv
G1445;Ἑβραῖος;Hebraîos; a Hebræan (i.e. Hebrew) or Jew;zsidó, héber származású személy, Izrael fia, a zsidó nép tagja.
G1446;Ἑβραΐς;Hebraḯs; the Hebraistic (Hebrew) or Jewish (Chaldee) language;a héber nyelv, vagy a zsidók nyelve (az eredeti héber/kaldeus nyelv)
G1447;Ἑβραϊστί;Hebraïstí; Hebraistically or in the Jewish (Chaldee) language;zsidóül, héber nyelven, zsidó módra (a zsidók nyelvén vagy szokás szerint)
G1448;ἐγγίζω;engízō; to make near, i.e. (reflexively) approach;közelíteni, megközelíteni, odaérni, közel menni (reflexíven: közeledni)
G1449;ἐγγράφω;engráphō; to 'engrave', i.e. inscribe;bevésni, írni (felületre), rögzíteni (írásban), beírni (valakinek a neveit valamilyen nyilvántartásba)
G1450;ἔγγυος;éngyos; pledged (as if articulated by a member), i.e. a bondsman;garancia, foglalat, óvadék, kezességbe vett személy, biztosítékul adott személy
G1451;ἐγγύς;engýs; akin to the base of G43 (ἀγκάλη)), near (literally or figuratively, of place or time);közel, (szó szerint vagy átvitt értelemben, helyben vagy időben), a görög ἄγκάλη (ölelés) szóval rokon értelemben.
G1452;ἐγγύτερον;engýteron; nearer;közelebb, inkább, jobban, szorosabban (térben, időben vagy értelemben)
G1453;ἐγείρω;egeírō; to waken (transitively or intransitively), i.e. rouse (literally, from sleep, from sitting or lying, from disease, from death, or figuratively, from obscurity, inactivity, ruins, nonexistence);felébreszteni (átmenetileg vagy visszahatóan), azaz felkelteni (szó szerint, alvásból, ülésből vagy fekvésből, betegségből, halálból, vagy átvitt értelemben a feledésből, tétlenségből, romokból, a nemlétezésből)
G1454;ἔγερσις;égersis; a resurgence (from death);feltámadás (halálból való visszatérés)
G1455;ἐγκάθετος;enkáthetos; subinduced, i.e. surreptitiously suborned as a lier-in-wait;titokban beszervezett, csapdát állító, rejtett módon befolyásolt, alattomosan beszervezett hazudó.
G1456;ἐγκαίνια;enkaínia; innovatives, i.e. (specially) renewal (of religious services after the Antiochian interruption);megújítás, különösen (a szentély szertartásainak helyreállítása az antiochiai szünet után)
G1457;ἐγκαινίζω;enkainízō; to renew, i.e. inaugurate;újraindítani, beavatni, szentelni, megújítani (szertartásos értelemben)
G1458;ἐγκαλέω;enkaléō; to call in (as a debt or demand), i.e. bring to account (charge, criminate, etc.);elismerni, számon kérni, vádolni, felelősségre vonni (egy tartozást vagy követelést bemutatva)
G1459;ἐγκαταλείπω;enkataleípō; to leave behind in some place, i.e. (in a good sense) let remain over, or (in a bad sense) to desert;"hagyatkozni, elhagyni, hátrahagyni valakit vagy valamit, elszakadni valakitől vagy valamitől (pozitív értelemben: átengedni, megőrizni; negatív értelemben: elhagyatni, cserben hagyni)"
G1460;ἐγκατοικέω;enkatoikéō; to settle down in a place, i.e. reside;letelepedni egy helyen, lakni, tartózkodni, megtelepedni (valahol)
G1461;ἐγκεντρίζω;enkentrízō; to prick in, i.e. ingraft;beoltani, beilleszteni, átültetni (például oltóágról)
G1462;ἔγκλημα;énklēma; an accusation, i.e. offence alleged;vád, azaz állítás szerint elkövetett bűntett vagy vétség.
G1463;ἐγκομβόομαι;enkombóomai; to engirdle oneself (for labor), i.e. figuratively (the apron as being a badge of servitude) to wear (in token of mutual deference);övvel körülvenni (szülésre készülve), vagy átvitt értelemben (az öv a szolgálat jelképeként) viselni (kölcsönös tisztelet jeléül)
G1464;ἐγκοπή;enkopḗ; a hindrance;akadály, gát, megakadályozó tényező, nehézség
G1465;ἐγκόπτω;enkóptō; to cut into, i.e. (figuratively) impede, detain;bevágni, bemetszeni, (átvitt értelemben) gátolni, visszatartani, akadályozni.
G1466;ἐγκράτεια;enkráteia; self-control (especially continence);önuralom (különösen mértékletesség)
G1467;ἐγκρατεύομαι;enkrateúomai; to exercise self-restraint (in diet and chastity);önuralom gyakorlása (étkezés és tisztaság tekintetében)
G1468;ἐγκρατής;enkratḗs; strong in a thing (masterful), i.e. (figuratively and reflexively) self-controlled (in appetite, etc.);önuralommal bíró, erőteljes valakiben (mesterien), alakosan (figuratively és reflexively) önfegyelmezett (vágyakban, stb.)
G1469;ἐγκρίνω;enkrínō; to judge in, i.e. count among;ítélni, elfogadni, számítani valakivel vagy valamivel, hozzá tartozónak tekinteni.
G1470;ἐγκρύπτω;enkrýptō; to conceal in, i.e. incorporate with;beilleszteni, beágyazni, elrejteni valami *belé*, összekapcsolni, egybeolvasztani
G1471;ἔγκυος;énkyos; swelling inside, i.e. pregnant;terhes, a méhben növekvő magzat által okozott állapotban lévő
G1472;ἐγχρίω;enchríō; to rub in (oil), i.e. besmear;kenni (olajjal), azaz bevonni, bekenni, felkenni (szertartásilag)
G1473;ἐγώ;egṓ;;
G1474;ἐδαφίζω;edaphízō; to raze;lerombolni, elpusztítani, földig egyenlíteni
G1475;ἔδαφος;édaphos; a basis (bottom), i.e. the soil;alap, talaj, föld, az, ami támaszt vagy alapot képez
G1476;ἑδραῖος;hedraîos; sedentary, i.e. (by implication) immovable;ülő, azaz (implikációval) mozdulhatatlan, elmozdíthatatlan.
G1477;ἑδραίωμα;hedraíōma; a support, i.e. (figuratively) basis;alap, támasz, (átvitt értelemben) fundamentum, szilárd alapelv
G1478;Ἐζεκίας;Ezekías; Ezekias (i.e. Hezekeiah), an Israelite;Ezékiás (azaz Hezekiás), egy izraelita.
G1479;ἐθελοθρησκεία;ethelothrēskeía; voluntary (arbitrary and unwarranted) piety, i.e. sanctimony;önkéntes (önkényes és indokolatlan) istengyom, azaz képmutatás.
G1480;ἐθίζω;ethízō; to accustom, i.e. (neuter passive participle) customary;szoktatni, megszoktatni, (semleges szenvedő melléknévként) szokásos, bevett
G1481;ἐθνάρχης;ethnárchēs; the governor (not king) of a district;egy tartomány kormányzója (nem király)
G1482;ἐθνικός;ethnikós; national ('ethnic'), i.e. (specially) a Gentile;nemzeti (szó szerint), vagy idegen nemzetiségű, pogány.
G1483;ἐθνικῶς;ethnikōs; as a Gentile;nemzeti, pogány nemzetiségűként, idegen nemzetekhez tartozóként.
G1484;ἔθνος;éthnos; a race (as of the same habit), i.e. a tribe, specially, a foreign (non-Jewish) one (usually, by implication, pagan);nép, nemzet, törzs, különösen idegen (nem-zsidó) nép (általában, következtetésként, pogány).
G1485;ἔθος;éthos; a usage (prescribed by habit or law);szokás, járásmód, megszokott eljárás (szokásból vagy törvényből fakadóan)
G1486;ἔθω;éthō; to be used (by habit or conventionality), neuter perfect participle usage;szokás szerint cselekedni, megszokottá tenni, szokásosnak lenni (egy cselekedet vagy állapotra vonatkozóan, melyet a szokás vagy a hagyomány szankcionál)
G1487;εἰ;ei; if, whether, that, etc.;ha, feltéve, amennyiben, hogy, akár, legyen az, stb.
G1488;εἶ;eî; thou art;te vagy
G1489;εἴγε;eíge; if indeed, seeing that, unless, (with negative) otherwise;ha valóban, mivel, hacsak, (tagadóval) különben
G1490;εἰ δὲ μή(γε);ei dè mḗ(ge); but if not;de ha nem
G1491;εἶδος;eîdos; a view, i.e. form (literally or figuratively);alak, megjelenés, külsőleg vagy átvitt értelemben vett forma, jelenség.
G1492;εἴδω;eídō; used only in certain past tenses, the others being borrowed from the equivalent G3700 (ὀπτάνομαι) and G3708 (ὁράω), properly, to see (literally or figuratively), by implication, (in the perfect tense only) to know;látni (szó szerint vagy átvitt értelemben), különösen a perfectum idejű igealakokban: ismerni (tudni)
G1493;εἰδωλεῖον;eidōleîon; an image-fane;bálványtemplom, vagy bálványkép, mint szent hely
G1494;εἰδωλόθυτον;eidōlóthyton; an image-sacrifice, i.e. part of an idolatrous offering;bálványáldozat, azaz egy pogány áldozat része
G1495;εἰδωλολατρεία;eidōlolatreía; image-worship (literally or figuratively);bálványimádás (szó szerint vagy átvitt értelemben)
G1496;εἰδωλολάτρης;eidōlolátrēs; an image- (servant or) worshipper (literally or figuratively);bálványimádó, szó szerint vagy átvitt értelemben (bálványoknak szolgáló vagy imádó)
G1497;εἴδωλον;eídōlon; an image (i.e. for worship), by implication, a heathen god, or (plural) the worship of such;képmás (imádásra szánt), következményként pogány isten, vagy (többes számban) az ilyen istenek imádása.
G1498;εἴην;eíēn; might (could, would, or should) be;lehetnék (vagy: tudnék, akarnék, kellene)
G1499;εἰ καί;ei kaí; if also (or even);ha még, vagy akár
G1500;εἰκῆ;eikē; idly, i.e. without reason (or effect);hiába, vagyis ok nélkül (vagy eredmény nélkül)
G1501;εἴκοσι;eíkosi; a score;húsz, egy szám, mely a teljesség vagy a meghatározott mennyiség jelölésére szolgál.
G1502;εἴκω;eíkō; properly, to be weak, i.e. yield;gyengének lenni, megadni magunkat, engedni, hátrálni
G1503;εἴκω;eíkō; to resemble;hasonlítani, képet alkotni, tükrözni, mintát követni [valaminek], hasonmásságot mutatni
G1504;εἰκών;eikṓn; a likeness, i.e. (literally) statue, profile, or (figuratively) representation, resemblance;kép, valaminek a hasonmása, legyen az szó szerint egy szobor, egy profil, vagy átvitt értelemben egy ábrázolás, hasonlóság.
G1505;εἰλικρίνεια;eilikríneia; clearness, i.e. (by implication) purity (figuratively);tisztaság, vagy átlátszóság, (azaz) őszinteség, igazságosság, feddhetetlenség (az erkölcsi értelemben)
G1506;εἰλικρινής;eilikrinḗs; judged by sunlight, i.e. tested as genuine (figuratively);napfényben megvizsgált, azaz valódiságának kipróbálása (átvitt értelemben), őszinte, igaz, feddhetetlen.
G1507;εἱλίσσω;heilíssō; to coil or wrap;tekerni, feltekerni, összetekerni, tekercselni, felcsavarni, összecsavarni.
G1508;εἰ μή;ei mḗ; if not;ha nem
G1509;εἰ μή τι;ei mḗ ti; if not somewhat;ha nem valamennyire
G1510;εἰμί;eimí; I exist (used only when emphatic);én vagyok (kiemelten, hangsúlyozva a létet)
G1511;εἶναι;eînai; to exist;létezni, lenni, valóságosnak bizonyulni, megvalósulni, állni (valaminek), élni.
G1512;εἴ περ;eí per; if perhaps;ha talán
G1513;εἴ πως;eí pōs; if somehow;ha valahogy, esetleg, talán, bármilyen módon
G1514;εἰρηνεύω;eirēneúō; to be (act) peaceful;békésnek lenni (cselekedetben), megnyugodni, békét teremteni, kiegyenesíteni (viszályt), békére törekedni.
G1515;εἰρήνη;eirḗnē; peace (literally or figuratively), by implication, prosperity;béke (szó szerint vagy átvitt értelemben), következményként jólét, virágzás.
G1516;εἰρηνικός;eirēnikós; pacific, by implication, salutary;békes, következményként üdvözítő, gyógyító.
G1517;εἰρηνοποιέω;eirēnopoiéō; to be a peace-maker, i.e. (figuratively) to harmonize;békességet teremteni, vagy helyreállítani, harmóniát teremteni (azaz, egyezséget hozni létre, vitákat elsimítani)
G1518;εἰρηνοποιός;eirēnopoiós; pacificatory, i.e. (subjectively) peaceable;békesítő, vagyis (szubjektíven) békés természetű, békét teremtő.
G1519;εἰς;eis; to or into (indicating the point reached or entered), of place, time, or (figuratively) purpose (result, etc.), also in adverbial phrases;valamibe, -be, -felé (térben vagy időben), célból, érdekében, hogy (valamit elérjen), továbbá mellérendelt kifejezésekben.
G1520;εἷς;heîs; one;egy, valami egységben, egyetlen, első, egyedülálló, egyaránt
G1521;εἰσάγω;eiságō; to introduce (literally or figuratively);bemutatni (szó szerint vagy átvitt értelemben), bevezetni, megnyitni (valakinek valamit), beavatni (valakit valami ismeretébe)
G1522;εἰσακούω;eisakoúō; to listen to;hallgatni, figyelni, meghallgatni, szívvel fogadni (imádságot, könyörgést)
G1523;εἰσδέχομαι;eisdéchomai; to take into one's favor;kedvezően fogadni, jóindulatban részesíteni, kegyben fogadni
G1524;εἴσειμι;eíseimi; to enter;belépni, bemenni, bemenni valahová, belépést nyerni (pl. az Isten országába), bejutni (pl. egy helyre vagy egy közösségbe)
G1525;εἰσέρχομαι;eisérchomai; to enter (literally or figuratively);belépni (szó szerint vagy átvitt értelemben), bemenni, bemenni valahová, belépés engedélyezése
G1526;εἰσί;eisí; they are;vannak, léteznek, jelen vannak (állítmányként használva)
G1527;εἷς καθ’ εἷς;heîs kath’ heîs; severally;egyenként, külön-külön, egyenként végezve, külön-külön történő
G1528;εἰσκαλέω;eiskaléō; to invite in;meghívni, beengedni, befogadni (valakit)
G1529;εἴσοδος;eísodos; an entrance (literally or figuratively);belépés (szó szerint vagy átvitt értelemben)
G1530;εἰσπηδάω;eispēdáō; to rush in;berohanni, behatolni, hirtelen betörni (erővel vagy lendülettel)
G1531;εἰσπορεύομαι;eisporeúomai; to enter (literally or figuratively);belépni (szó szerint vagy átvitt értelemben), bemenni, bemenni valahová, belépéshez jutni
G1532;εἰστρέχω;eistréchō; to hasten inward;sietni befelé, gyorsan fordulni valami felé, befelé törekedni
G1533;εἰσφέρω;eisphérō; to carry inward (literally or figuratively);bevinni, betenni (szó szerint vagy átvitt értelemben), behozatni, behozni (pl. adományokat)
G1534;εἶτα;eîta; a particle of succession (in time or logical enumeration), then, moreover;azután, továbbá, emellett, időben vagy logikai sorrendben következik
G1535;εἴτε;eíte; if too;ha, amennyiben, vagy
G1536;εἴ τις;eí tis; if any;ha valaki, vagy bármi
G1537;ἐκ;ek; literal or figurative, direct or remote);szó szerinti vagy átvitt értelemben, közvetlen vagy távolabbi alkalmazásban.
G1538;ἕκαστος;hékastos; each or every;egymás, vagy minden egyes, mindegyik, valamennyi
G1539;ἑκάστοτε;hekástote; at every time;mindenkor, valamilyen alkalommal, időnként, alkalomtól függően
G1540;ἑκατόν;hekatón; a hundred;száz
G1541;ἑκατονταέτης;hekatontaétēs; centenarian;százéves ember, aki elérte a százéves kort
G1542;ἑκατονταπλασίων;hekatontaplasíōn; a hundred times;százszoros, százszor annyi, százszorosa [valaminek]
G1543;ἑκατοντάρχης;hekatontárchēs; the captain of one hundred men;százados, egy század parancsnoka.
G1544;ἐκβάλλω;ekbállō; to eject (literally or figuratively);kiűzni (szó szerint vagy átvitt értelemben), elűzni, kitaszítani, kiengedni, kivetni
G1545;ἔκβασις;ékbasis; an exit (literally or figuratively);kijárat (szó szerint vagy átvitt értelemben), kimenetel, eredmény, megoldás.
G1546;ἐκβολή;ekbolḗ; ejection, i.e. (specially) a throwing overboard of the cargo;kiűzetés, különösen (tengeri) rakomány ledobása, kihordása.
G1547;ἐκγαμίζω;ekgamízō; to marry off a daughter;lányát férjhez adni, eladni (egy lányt férjhez)
G1548;ἐκγαμίσκω;ekgamískō; the same as 1547;ugyanaz, mint 1547
G1549;ἔκγονον;ékgonon; a descendant, i.e. (specially) grandchild;unoka, különösen egy gyermek gyermeke, leszármazott.
G1550;ἐκδαπανάω;ekdapanáō; to expend (wholly), i.e. (figuratively) exhaust;elkölteni (teljesen), azaz (átvitt értelemben) kimeríteni, kifárasztani.
G1551;ἐκδέχομαι;ekdéchomai; to accept from some source, i.e. (by implication) to await;fogadni valahonnan, elfogadni (valakit vagy valamit), (átvitt értelemben) várni, türelmesen viselni
G1552;ἔκδηλος;ékdēlos; wholly evident;teljesen nyilvánvaló, egyértelműen megnyilvánuló, világosan látható
G1553;ἐκδημέω;ekdēméō; to emigrate, i.e. (figuratively) vacate or quit;elköltözni, vagy (átvitt értelemben) elhagyni, felmondani
G1554;ἐκδίδωμι;ekdídōmi; to give forth, i.e. (specially) to lease;kiadni, bérbe adni, átadni (valamit másnak használatra)
G1555;ἐκδιηγέομαι;ekdiēgéomai; to narrate through wholly;teljesen részletesen elbesélni, átfogóan szólani, kimerítően elmondani
G1556;ἐκδικέω;ekdikéō; to vindicate, retaliate, punish;igazolni, megtorolni, büntetni. (Valakinek az igazát megvédeni, igazságot szolgáltatni, vagy büntetést alkalmazni.)
G1557;ἐκδίκησις;ekdíkēsis; vindication, retribution;igazolás, megtorlás, bosszúállás, ítéletvégrehajtás
G1558;ἔκδικος;ékdikos; carrying justice out, i.e. a punisher;igazságot végrehajtó, azaz büntető, megbüntető hatalommal bíró.
G1559;ἐκδιώκω;ekdiṓkō; to pursue out, i.e. expel or persecute implacably;kiűzni, elűzni, vagy könyörtelenül üldözni, kergetni.
G1560;ἔκδοτος;ékdotos; given out or over, i.e. surrendered;átadott, feladott, odaadott, meghódított, átengedett (valakinek vagy valaminek)
G1561;ἐκδοχή;ekdochḗ; expectation;várakozás, remény, elvárás, fogadtatás (azaz befogadásra való képesség vagy hajlandóság)
G1562;ἐκδύω;ekdýō; to cause to sink out of, i.e. (specially as of clothing) to divest;levetkőztetni, megfosztani (ruháktól vagy más dolgoktól), levetni, eltávolítani (valamit valakiről)
G1563;ἐκεῖ;ekeî; there, by extension, thither;ott, kiterjedésben pedig oda, abban az irányban.
G1564;ἐκεῖθεν;ekeîthen; thence;onnan, abból a helyről, azzal kapcsolatban, abból kiindulva
G1565;ἐκεῖνος;ekeînos; that one (or (neuter) thing), often intensified by the article prefixed;az, ama, az a, néha az előtaggal megerősítve
G1566;ἐκεῖσε;ekeîse; thither;oda, abba az irányba, azzal az oldallal, arra a helyre (az említett hely felé, gyakran a távolságra utalva)
G1567;ἐκζητέω;ekzētéō; to search out, i.e. (figuratively)investigate, crave, demand, (by Hebraism) worship;kutatni, felderíteni, utánajárni, vágyakozni, követelni, (héberesen) imádni, tisztelni.
G1568;ἐκθαμβέω;ekthambéō; to astonish utterly;teljesen meglepni, elámultatni, lenyűgözni, kikápráztatni.
G1569;ἔκθαμβος;ékthambos; utterly astounded;teljesen megrökönyödött, elképedt, csodálkozva dermedt meg
G1570;ἔκθετος;ékthetos; put out, i.e. exposed to perish;kitett, vagyis a pusztulásnak való kitettségnek, elhagyatottságnak való átadásra utaló állapot.
G1571;ἐκκαθαίρω;ekkathaírō; to cleanse thoroughly;alaposan megtisztítani, kitisztítani, megszentelni, igazságosnak nyilvánítani.
G1572;ἐκκαίω;ekkaíō; to inflame deeply;mélyen fellángoltatni, izgatni, felgyújtani (lelki értelemben is)
G1573;ἐκκακέω;ekkakéō; to be (bad or) weak, i.e. (by implication) to fail (in heart);gyenge lenni (testben vagy lélekben), elgyengülni, elbukni (szívében, reményei iránt), elcsüggedni.
G1574;ἐκκεντέω;ekkentéō; to transfix;átszúrni, áthatni, teljesen áthatni (szellemileg vagy fizikailag)
G1575;ἐκκλάω;ekkláō; to exscind;kivágni, elválasztani, leválasztani, kiirtani (például egy ágat a szőlőtőkéből, vagy egy hibás részt a testből – a görög szó a teljes eltávolítást hangsúlyozza)
G1576;ἐκκλείω;ekkleíō; to shut out (literally or figuratively);kizárni (szó szerint vagy átvitt értelemben), elzárni, kiutasítani, elszigetelni.
G1577;ἐκκλησία;ekklēsía; a calling out, i.e. (concretely) a popular meeting, especially a religious congregation (Jewish synagogue, or Christian community of members on earth or saints in heaven or both);gyülekezet, azaz összehívás, konkrétan népgyűlés, különösen vallási gyülekezet (zsidó zsinagóga, vagy a földön lévő, illetve a mennyben lévő hívők közössége, vagy mindkettő)
G1578;ἐκκλίνω;ekklínō; to deviate, i.e. (absolutely) to shun (literally or figuratively), or (relatively) to decline (from piety);eltérni, kitérni (abszolút értelemben), elkerülni (szó szerint vagy átvitt értelemben), vagy eltávolodni (a jármodtól, hitelességtől)
G1579;ἐκκολυμβάω;ekkolymbáō; to escape by swimming;kiszabadulni úszással, elmenekülni úszva
G1580;ἐκκομίζω;ekkomízō; to bear forth (to burial);kihordani (temetőbe, elhunytat)
G1581;ἐκκόπτω;ekkóptō; to exscind, figuratively, to frustrate;levágni, kiirtani, elszállítani, megakadályozni, semmissé tenni
G1582;ἐκκρέμαμαι;ekkrémamai; to hang upon the lips of a speaker, i.e. listen closely;szavakba függeni, valakinek a szájától függően figyelni, szorosan hallgatni
G1583;ἐκλαλέω;eklaléō; to divulge;kifejezni, nyilvánítani, közrebocsátani, elmondani (titkot, gondolatot)
G1584;ἐκλάμπω;eklámpō; to be resplendent;ragyogni, fényleni, csillogni, dicsőségesen ragyogni, kiárasztani a fényt (az isteni dicsőség vagy a Krisztus ragyogása értelmében)
G1585;ἐκλανθάνομαι;eklanthánomai; to be utterly oblivious of;teljesen tudatlan lenni, észre nem venni, figyelmen kívül hagyni, nem tudni valamiről.
G1586;ἐκλέγομαι;eklégomai; to select;kiválasztani, megválasztani, elválasztani, különválasztani (Isten által történő választás, kegyelemből)
G1587;ἐκλείπω;ekleípō; to omit, i.e. (by implication) cease (die);kihagyni, elhallgatni, abbahagyni (szűnni, meghalni)
G1588;ἐκλεκτός;eklektós; select, by implication, favorite;kiválasztott, következményként, kedvelt, előnyben részesített
G1589;ἐκλογή;eklogḗ; (divine) selection (abstractly or concretely);kiválasztás (elvonatkoztatva vagy konkrétan), isteni választás, a választottak csoportja.
G1590;ἐκλύω;eklýō; to relax (literally or figuratively);fellazítani (szó szerint vagy átvitt értelemben), oldani, enyhíteni, megnyugtatni (lelki értelemben)
G1591;ἐκμάσσω;ekmássō; to knead out, i.e. (by analogy) to wipe dry;gyúrni, kidolgozni, vagy (átvitt értelemben) letörölni, megszárítani.
G1592;ἐκμυκτηρίζω;ekmyktērízō; to sneer outright at;gúnyolódni, nyilvánvalóan kigúnyolni, csúfolódni, megvetően kigúnyolni
G1593;ἐκνεύω;ekneúō; (by analogy) to slip off, i.e. quietly withdraw;csendben eltávozni, diszkréten visszahúzódni, rejtőzködve távozni
G1594;ἐκνήφω;eknḗphō; (figuratively) to rouse (oneself) out of stupor;felébredni (átvitt értelemben) a letargiából, a tudatlanságból vagy a szellemi bénulásból.
G1595;ἑκούσιον;hekoúsion; voluntariness;önkéntesség, akaraterejű cselekvés, szabad akaratból fakadó cselekedet.
G1596;ἑκουσίως;hekousíōs; voluntarily;önként, szabad akaratból, kívánatra, saját elhatározásból
G1597;ἔκπαλαι;ékpalai; long ago, for a long while;régen, nagyon régen, már régtől fogva, régóta tartó időn keresztül
G1598;ἐκπειράζω;ekpeirázō; to test thoroughly;kísérteni, alaposan megvizsgálni, próbára tenni, ellenőrizni – gyakran negatív konnotációval, a célja a gyengeség vagy a hűtlenség feltárása.
G1599;ἐκπέμπω;ekpémpō; to despatch;elküldeni, kiküldeni, elindítani, megbízni valakivel egy feladattal, elengedni (pl. démonokat)
G1600;ἐκπετάννυμι;ekpetánnymi; to fly out, i.e. (by analogy) to extend;kirepülni, kinyújtani, kiterjeszteni
G1601;ἐκπίπτω;ekpíptō; to drop away, specially, be driven out of one's course, figuratively, to lose, become inefficient;elbukni, különösen eltévedni az útról, átvitt értelemben elveszíteni, hatástalan lenni
G1602;ἐκπλέω;ekpléō; to depart by ship;hajóval elindulni, elhajózni, vitorlázni, elutazni tengeren.
G1603;ἐκπληρόω;ekplēróō; to accomplish entirely;teljesen beteljesíteni, befejezni, megvalósítani, kiteljesíteni (egy próféciát, ígéretet vagy tervet)
G1604;ἐκπλήρωσις;ekplḗrōsis; completion;teljesítés, beteljesítés, a véghezvitel, a kiteljesedés, a beteljesedés ténye vagy állapota.
G1605;ἐκπλήσσω;ekplḗssō; to strike with astonishment;megdöbbenteni, elámultatni, meglepni, elszoktatni (váratlan dologgal)
